subject,val1,val2,conf1,conf2,pt1,pt2,choice,rt,order,initpresdur1,initpresdur2
1064,0.75,2.5,3.0,4.0,1.001,2.092,2,3.0919595630839467,shortfirst,0.29965674690902233,0.4499460821971297
1064,7.25,9.0,4.0,4.0,1.644,0.534,1,2.1772434767335653,longfirst,0.4327141451649368,0.26746838772669435
1064,7.5,0.0,4.0,5.0,0.758,0.966,1,1.7233123718760908,shortfirst,0.2499187020584941,0.44991176202893257
1064,4.25,8.75,2.0,3.0,1.685,0.499,2,2.1835752041079104,longfirst,0.7500089919194579,0.23270136397331953
1064,8.0,10.0,4.0,4.0,0.764,1.133,2,1.8969501638785005,shortfirst,0.2663447498343885,0.6168421832844615
1064,8.0,8.0,1.0,4.0,0.934,1.415,2,2.3492351518943906,shortfirst,0.21651305025443435,0.5328709920868278
1064,5.5,5.75,4.0,3.0,1.433,0.648,2,2.0808217944577336,longfirst,0.5498279542662203,0.2327605946920812
1064,7.75,9.5,4.0,5.0,0.564,1.099,2,1.6628194255754352,shortfirst,0.25022673700004816,0.5321038621477783
1064,0.5,0.75,4.0,4.0,0.5,0.945,2,1.4446620140224695,shortfirst,0.26646924298256636,0.5994593882933259
1064,6.5,0.25,2.0,3.0,0.86,1.583,2,2.443385352846235,shortfirst,0.21683264523744583,0.49983595684170723
1064,3.5,3.5,3.0,4.0,1.677,0.766,2,2.4429853297770023,longfirst,0.4836502820253372,0.26638655830174685
1064,0.75,0.75,2.0,4.0,2.012,0.767,1,2.778261545114219,longfirst,0.749521161429584,0.24950265418738127
1064,9.75,0.0,4.0,5.0,1.555,0.499,1,2.05309869768098,longfirst,0.6173084862530231,0.26585499895736575
1064,3.75,10.0,4.0,5.0,1.533,0.4,2,1.9317779666744173,longfirst,0.4499084507115185,0.21665830304846168
1064,7.75,6.75,3.0,4.0,1.887,0.633,1,2.5186134460382164,longfirst,0.4165899530053139,0.19961093924939632
1064,8.75,0.0,4.0,5.0,1.491,0.45,2,1.9398724208585918,longfirst,0.6833323119208217,0.26597986882552505
1064,1.25,0.0,3.0,5.0,2.135,1.019,2,3.1527602779679,longfirst,0.6675417060032487,0.2825392079539597
1064,7.5,1.75,4.0,3.0,1.122,1.434,1,2.5557741848751903,shortfirst,0.1497178771533072,0.3837947081774473
1064,3.5,0.0,4.0,5.0,0.667,1.341,1,2.006917251739651,shortfirst,0.2832195139490068,0.5167272337712348
1064,0.5,0.5,3.0,4.0,0.839,1.049,1,1.8877048618160188,shortfirst,0.2162426868453622,0.599189676810056
1064,0.0,0.0,5.0,5.0,0.7,1.226,2,1.9257962107658386,shortfirst,0.2831922397017479,0.43327212985605
1064,4.75,4.75,2.0,3.0,0.899,1.439,2,2.3383671827614307,shortfirst,0.23341340571641922,0.41689572017639875
1064,0.5,7.25,4.0,4.0,0.684,1.634,2,2.316822384018451,shortfirst,0.1334415338933468,0.549253536388278
1064,10.0,10.0,5.0,2.0,1.436,0.55,1,1.98501700675115,longfirst,0.549345884937793,0.28257739963009953
1064,5.75,5.5,4.0,1.0,1.965,0.903,1,2.8675270788371563,longfirst,0.5499744857661426,0.25031472044065595
1064,0.0,0.0,5.0,4.0,1.236,0.366,1,1.6018650657497346,longfirst,0.5496820546686649,0.3660789839923382
1064,8.0,8.25,4.0,4.0,0.585,1.05,1,1.634487911593169,shortfirst,0.16641397215425968,0.5664002541452646
1064,0.5,0.5,4.0,3.0,0.84,1.45,2,2.289061486721039,shortfirst,0.1993192657828331,0.532513540238142
1064,8.25,0.0,4.0,5.0,1.714,0.501,1,2.2144947829656303,longfirst,0.615506752859801,0.23376237507909536
1064,8.0,8.0,4.0,4.0,2.083,0.925,1,3.0077152056619525,longfirst,0.6501497477293015,0.2823197552934289
1064,0.25,7.25,4.0,3.0,0.55,1.595,2,2.1448730640113354,shortfirst,0.23305676924064755,0.6338759991340339
1064,6.25,0.0,2.0,5.0,0.738,1.018,1,1.755859144963324,shortfirst,0.2493405332788825,0.5174939599819481
1064,0.0,0.0,5.0,5.0,1.354,0.766,1,2.1190414088778198,longfirst,0.4502987680025399,0.24951206892728806
1064,7.25,7.25,3.0,4.0,0.816,1.158,2,1.9735991777852178,shortfirst,0.2668800069950521,0.4666846510954201
1064,9.0,1.0,4.0,2.0,1.334,0.45,1,1.7833827319554985,longfirst,0.566189082339406,0.2000184073112905
1064,8.25,0.75,4.0,4.0,1.896,0.45,1,2.3452497790567577,longfirst,0.6331725707277656,0.23383492464199662
1064,2.5,0.0,1.0,5.0,0.545,0.651,2,1.1953632677905262,shortfirst,0.24903961876407266,0.6507443697191775
1064,0.0,0.0,5.0,5.0,0.6,1.414,2,2.013220655731857,shortfirst,0.2166659478098154,0.3994545917958021
1064,8.5,8.5,4.0,4.0,2.283,0.978,2,3.2604494760744274,longfirst,0.649139794986695,0.2497121929191053
1064,0.0,0.0,5.0,5.0,2.446,0.781,1,3.227339110802859,longfirst,0.6003261129371822,0.21583176823332906
1064,3.25,8.75,4.0,5.0,1.117,1.815,2,2.931389749981463,shortfirst,0.2664037747308612,0.366149565204978
1064,0.0,5.75,5.0,4.0,0.849,1.967,2,2.815188444685191,shortfirst,0.28276065178215504,0.5330729521811008
1064,7.0,5.0,4.0,3.0,1.334,2.594,2,3.9281721971929073,shortfirst,0.2661506407894194,0.4994370169006288
1064,6.25,6.0,3.0,3.0,1.293,0.2,1,1.4924849118106067,longfirst,0.6000899667851627,0.20028864266350865
1064,4.25,4.25,2.0,2.0,0.768,1.778,1,2.5454921182245016,shortfirst,0.24993997626006603,0.6160277873277664
1064,8.0,1.0,2.0,4.0,2.728,1.133,1,3.8605075129307806,longfirst,0.5501712332479656,0.1666262778453529
1064,0.0,0.0,2.0,5.0,1.986,0.683,1,2.668199880514294,longfirst,0.5161458370275795,0.23349663196131587
1064,0.75,0.75,4.0,3.0,2.167,0.716,1,2.882836975622922,longfirst,0.5167877799831331,0.2667815210297704
1064,6.5,5.75,3.0,4.0,1.754,0.832,1,2.5861681918613613,longfirst,0.583267075009644,0.26670042937621474
1064,4.5,4.75,2.0,3.0,1.62,0.632,2,2.2514881496317685,longfirst,0.3666726681403816,0.1660524820908904
1064,0.5,0.0,4.0,5.0,2.482,1.065,1,3.5464312438853085,longfirst,0.48271140223369,0.23290592012926936
1064,0.0,7.0,5.0,4.0,0.616,1.423,2,2.0385341057553887,shortfirst,0.16646698769181967,0.583609826862812
1064,2.0,1.75,3.0,4.0,1.647,0.333,1,1.9790476108901203,longfirst,0.5831684917211533,0.1492084520868957
1064,0.25,0.25,4.0,2.0,0.768,1.15,1,1.917478489689529,shortfirst,0.3157789437100291,0.6007924722507596
1064,0.0,9.75,1.0,5.0,0.433,0.857,2,1.2890873728320003,shortfirst,0.19975954666733742,0.5673345881514251
1064,0.0,9.0,4.0,4.0,1.4,0.383,2,1.7828961610794067,longfirst,0.4664132581092417,0.21653319895267487
1064,5.0,5.25,2.0,3.0,0.757,1.315,2,2.071872645057738,shortfirst,0.21624835580587387,0.6326732533052564
1064,8.0,7.75,1.0,3.0,1.381,0.449,2,1.8303994657471776,longfirst,0.5666154539212584,0.23255550814792514
1064,10.0,10.0,5.0,5.0,0.633,1.317,2,1.949475992936641,shortfirst,0.25017397897318006,0.4328813632018864
1064,0.5,0.25,4.0,4.0,0.632,1.752,1,2.3843670208007097,shortfirst,0.2490480039268732,0.6834566229954362
1064,10.0,2.0,5.0,4.0,1.362,0.433,1,1.7945707417093217,longfirst,0.4661525608971715,0.30041462695226073
1064,0.0,0.0,5.0,4.0,1.75,0.367,2,2.1162904030643404,longfirst,0.582973194308579,0.15047967620193958
1064,7.0,7.0,3.0,4.0,1.426,0.399,1,1.8238590410910547,longfirst,0.4497797964140773,0.23280090792104602
1064,10.0,10.0,5.0,5.0,1.429,2.516,2,3.94435832509771,shortfirst,0.21733347093686461,0.4995421408675611
1064,10.0,10.0,4.0,5.0,0.399,1.245,1,1.643246678635478,shortfirst,0.1495886123739183,0.6994509953074157
1064,6.25,6.25,1.0,2.0,2.501,0.749,2,3.2500755176879466,longfirst,0.6990472851321101,0.1335655259899795
1064,1.25,9.5,2.0,3.0,1.528,0.467,2,1.9938875203952193,longfirst,0.4997388399206102,0.2827230473048985
1064,0.25,0.25,4.0,5.0,0.817,1.475,2,2.2914738678373396,shortfirst,0.24967743316665292,0.46677115792408586
1064,8.75,8.75,4.0,5.0,1.618,0.834,1,2.4511627266183496,longfirst,0.5668462407775223,0.299837586004287
1064,0.25,0.0,4.0,5.0,1.803,0.567,1,2.3698082510381937,longfirst,0.5992049612104893,0.1498656659387052
1064,9.5,9.5,4.0,4.0,0.534,1.223,1,1.7564852954819798,shortfirst,0.2176499511115253,0.41573925083503127
1064,10.0,10.0,5.0,5.0,2.7,1.148,1,3.846821267157793,longfirst,0.599748854059726,0.21637387806549668
1064,0.0,0.0,4.0,4.0,0.915,1.516,2,2.4304025610908866,shortfirst,0.3334377449937165,0.7659739190712571
1064,8.25,2.5,2.0,2.0,0.75,1.233,1,1.9825569619424641,shortfirst,0.1995754879899323,0.5829748352989554
1064,1.75,0.0,4.0,2.0,1.309,0.267,2,1.5761550846509635,longfirst,0.3827566863037646,0.08337096916511655
1064,10.0,0.0,5.0,4.0,0.956,0.983,1,1.9377955277450383,shortfirst,0.3172465502284467,0.4331239480525255
1064,9.25,0.75,4.0,3.0,1.487,0.199,1,1.6856692507863045,longfirst,0.6841678991913795,0.19939951738342643
1064,7.75,7.75,3.0,4.0,1.843,0.433,2,2.2751325080171227,longfirst,0.6996333892457187,0.1327958358451724
1064,2.75,3.0,3.0,4.0,0.883,2.215,2,3.0971311875618994,shortfirst,0.1990113789215684,0.4998494107276201
1064,9.0,3.5,4.0,4.0,2.237,0.85,1,3.087099267169833,longfirst,0.48354309843853116,0.11722289398312569
1064,9.5,9.25,5.0,4.0,1.426,0.467,1,1.8926867889240384,longfirst,0.4836442149244249,0.21632475638762116
1064,9.25,9.5,4.0,3.0,0.88,0.266,1,1.1454574628733099,longfirst,0.5498785469681025,0.2661055619828403
1064,7.5,8.25,4.0,4.0,0.467,0.876,1,1.3428100724704564,shortfirst,0.21726628998294473,0.6158013199456036
1064,5.75,6.0,3.0,3.0,2.538,1.0,1,3.5366877876222134,longfirst,0.28375956881791353,0.11703329207375646
1064,3.0,2.75,2.0,1.0,0.817,2.053,2,2.86914772586897,shortfirst,0.1839376469142735,0.5161518319509923
1064,0.0,0.0,5.0,5.0,2.125,0.733,1,2.8582910299301147,longfirst,0.2828121446073055,0.20021506398916245
1064,7.75,0.0,2.0,5.0,0.933,1.134,1,2.06650583865121,shortfirst,0.28337704576551914,0.5005378858186305
1064,4.25,8.25,3.0,2.0,0.715,1.102,1,1.8158760475926101,shortfirst,0.2160928132943809,0.567307346034795
1064,9.0,9.0,2.0,4.0,0.643,0.918,1,1.5605752477422357,shortfirst,0.19919379195198417,0.45091478899121284
1064,2.25,2.25,2.0,4.0,1.118,1.806,1,2.9232624350115657,shortfirst,0.28380150767043233,0.5165583859197795
1064,9.5,2.0,4.0,2.0,0.533,1.163,1,1.6963201970793307,shortfirst,0.2837372929789126,0.5829501394182444
1064,3.25,3.25,4.0,3.0,0.939,1.217,1,2.1561760045588017,shortfirst,0.25001741806045175,0.39977815421298146
1064,3.75,4.0,4.0,4.0,1.699,0.516,2,2.2150935088284314,longfirst,0.5493771960027516,0.29919643606990576
1064,6.25,8.0,1.0,4.0,1.465,0.616,2,2.079663632903248,longfirst,0.5331259570084512,0.3328948840498924
1064,7.75,0.25,4.0,2.0,1.228,0.25,1,1.4771440168842673,longfirst,0.44873793283477426,0.2501075742766261
1064,6.75,8.0,2.0,2.0,1.657,0.634,1,2.2905816547572613,longfirst,0.3655730290338397,0.1837251498363912
1064,9.5,9.0,4.0,2.0,1.616,0.665,2,2.2803607718087733,longfirst,0.39914772007614374,0.283783006016165
1064,0.5,0.0,3.0,5.0,1.476,0.516,1,1.9917937899008393,longfirst,0.5665377760306001,0.2835592906922102
1064,5.75,4.0,4.0,3.0,1.312,0.482,1,1.793208234012127,longfirst,0.43342620180919766,0.19968022592365742
1064,9.0,9.0,4.0,4.0,1.869,0.583,2,2.4514761748723686,longfirst,0.6839944091625512,0.2000462720170617
1064,0.25,0.25,4.0,4.0,1.617,0.738,2,2.354432142805308,longfirst,0.7174866669811308,0.23304048087447882
1064,10.0,5.25,5.0,3.0,0.786,1.051,1,1.8370239408686757,shortfirst,0.24939672276377678,0.500718736089766
1064,3.25,3.25,3.0,3.0,1.513,0.5,1,2.01237809099257,longfirst,0.6994045376777649,0.3334241337142885
1064,8.75,1.75,2.0,4.0,0.789,1.016,1,1.8044421416707337,shortfirst,0.19912646664306521,0.4330681608989835
1064,8.75,8.75,3.0,4.0,1.777,0.549,1,2.325791406445205,longfirst,0.5003570830449462,0.18290023179724813
1064,9.0,9.0,4.0,3.0,0.858,1.0,1,1.857700007967651,shortfirst,0.2507095029577613,0.41650446224957705
1064,0.0,9.0,5.0,5.0,0.797,1.132,2,1.928224513772875,shortfirst,0.19986524572595954,0.5330016468651593
1064,0.25,0.25,5.0,5.0,1.532,0.817,2,2.3481273595243692,longfirst,0.5835409266874194,0.3665236420929432
1064,6.75,6.75,2.0,4.0,0.657,0.849,1,1.505449878051877,shortfirst,0.23326744604855776,0.39993516681715846
1064,0.25,0.25,5.0,3.0,2.549,1.258,1,3.806291002780199,longfirst,0.6338418889790773,0.3165368055924773
1064,5.75,2.5,2.0,3.0,1.381,0.482,1,1.8631696715019643,longfirst,0.5996443810872734,0.249669817276299
1064,7.5,5.25,3.0,3.0,1.216,2.583,2,3.798188571818173,shortfirst,0.33350230706855655,0.5165887251496315
1064,8.25,8.25,2.0,4.0,1.096,0.351,1,1.4465991337783635,longfirst,0.6161456750705838,0.35066115483641624
1064,7.25,0.5,4.0,4.0,1.167,0.512,1,1.6777660236693919,longfirst,0.5832078289240599,0.2833145628683269
1064,9.75,8.0,3.0,4.0,2.715,1.137,1,3.851076166611165,longfirst,0.5163805321790278,0.23314246907830238
1064,0.0,5.0,4.0,3.0,1.449,0.619,1,2.0672604739665985,longfirst,0.382944546174258,0.21655550925061107
1064,10.0,10.0,5.0,5.0,1.715,0.367,1,2.0811274480074644,longfirst,0.6327969641424716,0.16659515583887696
1064,3.25,7.0,1.0,4.0,1.283,0.629,2,1.9110563145950437,longfirst,0.666327198036015,0.3334412947297096
1064,5.0,5.75,5.0,3.0,1.137,0.483,2,1.6193885528482497,longfirst,0.5168727608397603,0.23311422113329172
1064,0.75,0.75,4.0,3.0,0.751,1.629,2,2.379788590129465,shortfirst,0.3005066863261163,0.4990310613065958
1064,8.0,0.0,3.0,5.0,0.452,1.307,1,1.7581306542269886,shortfirst,0.2505382103845477,0.582580391317606
1064,6.0,6.0,3.0,3.0,1.382,0.716,2,2.0969942710362375,longfirst,0.6328521389514208,0.11767201405018568
1064,8.25,8.5,3.0,2.0,1.458,0.516,1,1.9736111257225275,longfirst,0.5504305004142225,0.2667650980874896
1064,2.25,2.25,2.0,3.0,1.396,0.5,2,1.8950756420381367,longfirst,0.6002862597815692,0.26641319086775184
1064,3.25,4.5,3.0,3.0,0.917,1.183,1,2.0998100829310715,shortfirst,0.3323753629811108,0.40047727385535836
1064,7.5,7.5,3.0,4.0,2.366,1.011,1,3.377140332944691,longfirst,0.6826733443886042,0.21648624120280147
1064,6.5,6.5,2.0,2.0,0.984,1.469,1,2.4521224349737167,shortfirst,0.36655387422069907,0.4665522249415517
1064,9.25,9.25,4.0,4.0,1.051,0.216,1,1.266819052863866,longfirst,0.3332686242647469,0.21638666093349457
1064,10.0,5.5,5.0,1.0,0.967,0.354,1,1.3206959906965494,longfirst,0.6169341690838337,0.14992547081783414
1064,9.5,9.0,3.0,4.0,1.031,0.654,1,1.6843710215762258,longfirst,0.5324801690876484,0.3506004069931805
1064,0.5,0.25,4.0,5.0,0.766,1.396,1,2.1616999027319252,shortfirst,0.28330694511532784,0.48330161394551396
1064,2.25,2.0,4.0,2.0,1.549,3.16,2,4.7089283326640725,shortfirst,0.31634731218218803,0.48290436202660203
1064,10.0,10.0,5.0,5.0,0.983,2.084,2,3.0667367754504085,shortfirst,0.2503639878705144,0.5492641529999673
1064,2.25,0.25,2.0,5.0,0.534,1.148,2,1.6807996449060738,shortfirst,0.2999670351855457,0.5658204858191311
1064,0.0,0.0,5.0,5.0,1.065,1.902,2,2.9666026290506124,shortfirst,0.23307515680789948,0.4830878241918981
1064,0.5,0.0,4.0,5.0,0.549,1.204,1,1.7531259139068425,shortfirst,0.2997209196910262,0.5335830780677497
1064,5.25,0.75,4.0,4.0,1.414,0.383,1,1.7961100628599524,longfirst,0.33329849876463413,0.23282498680055141
1064,0.25,0.25,5.0,5.0,0.678,0.983,2,1.6604837169870734,shortfirst,0.21686528017744422,0.4994364008307457
1064,5.75,5.75,3.0,4.0,1.737,0.7,1,2.4359567021019757,longfirst,0.6170737450011075,0.19927068799734116
1064,5.25,4.25,4.0,2.0,2.17,1.082,2,3.251765865832567,longfirst,0.550484879873693,0.36584586603567004
1064,0.25,0.25,3.0,2.0,0.782,1.101,1,1.882912659086287,shortfirst,0.2332288259640336,0.38319872692227364
1064,1.25,1.25,1.0,2.0,0.816,1.313,2,2.1287674917839468,shortfirst,0.283319482114166,0.5838647871278226
1064,9.75,9.5,3.0,4.0,0.893,1.416,2,2.308712277095765,shortfirst,0.16696973610669374,0.38296547904610634
1064,9.0,9.25,4.0,3.0,0.949,0.645,1,1.594201948493719,longfirst,0.41697803512215614,0.2670483295805752
1064,0.75,0.0,4.0,5.0,2.039,0.733,2,2.771518571767956,longfirst,0.6994802500121295,0.20013057813048363
1064,8.25,8.25,2.0,4.0,3.006,0.983,1,3.988475156482309,longfirst,0.5659387358464301,0.2494773780927062
1064,8.0,8.0,4.0,4.0,0.567,1.161,1,1.7274131407029927,shortfirst,0.26736172707751393,0.5498994658701122
1064,0.25,10.0,4.0,5.0,1.264,0.467,2,1.7307767658494413,longfirst,0.41570102889090776,0.21697020018473268
1064,7.25,0.25,3.0,4.0,0.999,0.545,1,1.5437919991090894,longfirst,0.31637227395549417,0.2005238481797278
1064,8.0,0.0,4.0,5.0,0.883,1.36,1,2.2424387726932764,shortfirst,0.3662393121048808,0.36711293924599886
1064,6.25,4.25,2.0,2.0,1.428,0.567,1,1.9944139807485044,longfirst,0.4836925230920315,0.2994066858664155
1064,0.0,0.0,4.0,5.0,1.689,0.449,1,2.1380560379475355,longfirst,0.5656599970534444,0.28297019470483065
1064,5.0,5.0,5.0,4.0,0.914,1.134,1,2.0467009716667235,shortfirst,0.2664941200055182,0.33385847928002477
1064,3.75,3.75,1.0,4.0,1.099,1.779,1,2.8777362816035748,shortfirst,0.20019747875630856,0.23332595033571124
1064,8.0,9.75,4.0,5.0,1.381,0.616,2,1.996028502471745,longfirst,0.4834301117807627,0.34956338442862034
1064,9.5,8.75,4.0,4.0,1.122,0.267,1,1.3885541916824877,longfirst,0.5829868018627167,0.26730959862470627
1064,9.25,9.0,4.0,4.0,1.584,0.815,2,2.3978176917880774,longfirst,0.5001232638023794,0.3160497099161148
1064,7.5,9.5,3.0,4.0,0.667,1.558,2,2.2248377669602633,shortfirst,0.28367753978818655,0.5662490678951144
1064,7.75,8.0,3.0,4.0,0.854,1.1,1,1.9528748728334904,shortfirst,0.23369954898953438,0.5000831079669297
