v1,v2,c1,c2,choice,rt
-1,-3,0.4,0.1,0.4048,83.3928
0,-3,0.4,0.1,0.2948,79.299
1,-3,0.4,0.1,0.184,73.1236
2,-3,0.4,0.1,0.1168,64.145
3,-3,0.4,0.1,0.0672,56.3622
-3,-2,0.4,0.1,0.7448,73.9964
-2,-2,0.4,0.1,0.6214,82.4626
-1,-2,0.4,0.1,0.4912,84.879
0,-2,0.4,0.1,0.3526,81.842
1,-2,0.4,0.1,0.2288,77.062
2,-2,0.4,0.1,0.1554,68.5816
3,-2,0.4,0.1,0.094,59.7308
-3,-1,0.4,0.1,0.7976,73.0424
-2,-1,0.4,0.1,0.698,81.2778
-1,-1,0.4,0.1,0.5814,84.0802
0,-1,0.4,0.1,0.4284,86.4426
1,-1,0.4,0.1,0.3042,78.7988
2,-1,0.4,0.1,0.1912,72.6102
3,-1,0.4,0.1,0.112,64.3354
-3,0,0.4,0.1,0.846,69.5018
-2,0,0.4,0.1,0.7696,78.7422
-1,0,0.4,0.1,0.6318,81.9442
0,0,0.4,0.1,0.5072,87.8734
1,0,0.4,0.1,0.3582,82.801
2,0,0.4,0.1,0.2418,76.743
3,0,0.4,0.1,0.152,68.4506
-3,1,0.4,0.1,0.8814,63.7494
-2,1,0.4,0.1,0.8106,73.5948
-1,1,0.4,0.1,0.7128,80.498
0,1,0.4,0.1,0.5698,84.5612
1,1,0.4,0.1,0.4402,84.7662
2,1,0.4,0.1,0.3038,79.3866
3,1,0.4,0.1,0.1998,74.0308
-3,2,0.4,0.1,0.9096,59.5058
-2,2,0.4,0.1,0.8484,69.1914
-1,2,0.4,0.1,0.7596,78.4682
0,2,0.4,0.1,0.6516,81.7842
1,2,0.4,0.1,0.5164,83.3924
2,2,0.4,0.1,0.3834,83.7548
3,2,0.4,0.1,0.2614,75.7164
-3,3,0.4,0.1,0.9318,55.9614
-2,3,0.4,0.1,0.8904,64.7052
-1,3,0.4,0.1,0.8184,73.716
0,3,0.4,0.1,0.707,79.898
1,3,0.4,0.1,0.5878,83.5654
2,3,0.4,0.1,0.453,83.4182
3,3,0.4,0.1,0.3232,77.1408
-3,-3,0.7,0.1,0.8306,74.6874
-2,-3,0.7,0.1,0.6792,87.52
-1,-3,0.7,0.1,0.497,93.971
0,-3,0.7,0.1,0.297,89.696
1,-3,0.7,0.1,0.157,78.3892
2,-3,0.7,0.1,0.0742,64.541
3,-3,0.7,0.1,0.0282,51.2682
-3,-2,0.7,0.1,0.8682,70.9306
-2,-2,0.7,0.1,0.7482,85.3442
-1,-2,0.7,0.1,0.5602,94.3614
0,-2,0.7,0.1,0.3542,91.919
1,-2,0.7,0.1,0.2008,83.1762
2,-2,0.7,0.1,0.0862,69.26
3,-2,0.7,0.1,0.0422,55.137
-3,-1,0.7,0.1,0.9072,67.1406
-2,-1,0.7,0.1,0.8032,82.9848
-1,-1,0.7,0.1,0.6288,91.0364
0,-1,0.7,0.1,0.4182,93.2646
1,-1,0.7,0.1,0.2548,86.8606
2,-1,0.7,0.1,0.134,74.0982
3,-1,0.7,0.1,0.0542,59.1202
-3,0,0.7,0.1,0.9258,62.3602
-2,0,0.7,0.1,0.8416,78.0968
-1,0,0.7,0.1,0.6934,91.5642
0,0,0.7,0.1,0.4904,92.8504
1,0,0.7,0.1,0.3056,91.1506
2,0,0.7,0.1,0.1544,78.0522
3,0,0.7,0.1,0.0668,62.5074
-3,1,0.7,0.1,0.946,58.7186
-2,1,0.7,0.1,0.873,73.0282
-1,1,0.7,0.1,0.7524,86.4104
0,1,0.7,0.1,0.5748,95.0372
1,1,0.7,0.1,0.376,92.3272
2,1,0.7,0.1,0.203,82.736
3,1,0.7,0.1,0.098,67.1504
-3,2,0.7,0.1,0.9558,55.6464
-2,2,0.7,0.1,0.9096,68.0974
-1,2,0.7,0.1,0.8022,84.2234
0,2,0.7,0.1,0.6432,92.5708
1,2,0.7,0.1,0.4486,92.6032
2,2,0.7,0.1,0.246,85.3814
3,2,0.7,0.1,0.1216,70.252
-3,3,0.7,0.1,0.9716,52.22
-2,3,0.7,0.1,0.923,65.9788
-1,3,0.7,0.1,0.8466,78.2774
0,3,0.7,0.1,0.716,89.81
1,3,0.7,0.1,0.5178,93.8696
2,3,0.7,0.1,0.3182,88.6296
3,3,0.7,0.1,0.1642,77.1108
-3,-3,1.0,0.1,0.9092,65.6118
-2,-3,1.0,0.1,0.7638,84.4338
-1,-3,1.0,0.1,0.5372,95.3016
0,-3,1.0,0.1,0.3198,91.6532
1,-3,1.0,0.1,0.1424,76.7182
2,-3,1.0,0.1,0.0496,61.2036
3,-3,1.0,0.1,0.0188,46.9838
-3,-2,1.0,0.1,0.9276,63.4078
-2,-2,1.0,0.1,0.8176,79.142
-1,-2,1.0,0.1,0.6086,94.8488
0,-2,1.0,0.1,0.3636,92.9418
1,-2,1.0,0.1,0.1684,81.5836
2,-2,1.0,0.1,0.0694,65.4106
3,-2,1.0,0.1,0.0222,49.2606
-3,-1,1.0,0.1,0.9462,59.2194
-2,-1,1.0,0.1,0.8536,76.7918
-1,-1,1.0,0.1,0.6666,92.1398
0,-1,1.0,0.1,0.4314,96.7878
1,-1,1.0,0.1,0.216,86.649
2,-1,1.0,0.1,0.0886,66.6208
3,-1,1.0,0.1,0.0338,51.5852
-3,0,1.0,0.1,0.9602,53.5218
-2,0,1.0,0.1,0.8874,72.126
-1,0,1.0,0.1,0.738,90.0066
0,0,1.0,0.1,0.5034,96.2794
1,0,1.0,0.1,0.2662,89.7288
2,0,1.0,0.1,0.1168,72.755
3,0,1.0,0.1,0.0374,54.9504
-3,1,1.0,0.1,0.9736,51.9608
-2,1,1.0,0.1,0.9138,68.0284
-1,1,1.0,0.1,0.7758,84.29
0,1,1.0,0.1,0.5622,94.5172
1,1,1.0,0.1,0.3298,92.1262
2,1,1.0,0.1,0.1394,75.7024
3,1,1.0,0.1,0.0486,58.0104
-3,2,1.0,0.1,0.9786,48.481
-2,2,1.0,0.1,0.9358,65.226
-1,2,1.0,0.1,0.834,80.2134
0,2,1.0,0.1,0.646,95.1784
1,2,1.0,0.1,0.3934,93.9884
2,2,1.0,0.1,0.1948,80.8344
3,2,1.0,0.1,0.066,62.6728
-3,3,1.0,0.1,0.9814,46.0274
-2,3,1.0,0.1,0.9436,59.2108
-1,3,1.0,0.1,0.8702,78.5948
0,3,1.0,0.1,0.6924,90.4174
1,3,1.0,0.1,0.4568,94.1244
2,3,1.0,0.1,0.245,85.572
3,3,1.0,0.1,0.0882,67.7434
-3,-3,0.1,0.4,0.1234,47.3258
-2,-3,0.1,0.4,0.112,46.8306
-1,-3,0.1,0.4,0.0998,46.0228
0,-3,0.1,0.4,0.0864,45.7074
1,-3,0.1,0.4,0.0792,44.5464
2,-3,0.1,0.4,0.0678,42.7484
3,-3,0.1,0.4,0.0626,41.6272
-3,-2,0.1,0.4,0.247,54.8034
-2,-2,0.1,0.4,0.2242,55.2112
-1,-2,0.1,0.4,0.197,53.2088
0,-2,0.1,0.4,0.1776,52.4998
1,-2,0.1,0.4,0.1622,51.2092
2,-2,0.1,0.4,0.1418,50.1432
3,-2,0.1,0.4,0.1326,49.2114
-3,-1,0.1,0.4,0.4016,59.554
-2,-1,0.1,0.4,0.3666,59.5378
-1,-1,0.1,0.4,0.3476,59.0504
0,-1,0.1,0.4,0.32,57.4284
1,-1,0.1,0.4,0.2914,56.7984
2,-1,0.1,0.4,0.2658,56.2218
3,-1,0.1,0.4,0.2402,55.4234
-3,0,0.1,0.4,0.5974,60.482
-2,0,0.1,0.4,0.5702,61.6302
-1,0,0.1,0.4,0.5232,60.9842
0,0,0.1,0.4,0.4904,61.4358
1,0,0.1,0.4,0.4658,61.465
2,0,0.1,0.4,0.4456,59.6086
3,0,0.1,0.4,0.4172,59.9192
-3,1,0.1,0.4,0.7594,55.4556
-2,1,0.1,0.4,0.7298,55.8182
-1,1,0.1,0.4,0.7068,57.8636
0,1,0.1,0.4,0.6698,59.5746
1,1,0.1,0.4,0.656,59.1542
2,1,0.1,0.4,0.6312,59.5606
3,1,0.1,0.4,0.6116,60.3556
-3,2,0.1,0.4,0.8712,48.865
-2,2,0.1,0.4,0.8544,49.4922
-1,2,0.1,0.4,0.833,51.77
0,2,0.1,0.4,0.8212,51.8364
1,2,0.1,0.4,0.7976,52.0082
2,2,0.1,0.4,0.7758,54.3456
3,2,0.1,0.4,0.769,55.734
-3,3,0.1,0.4,0.935,41.1176
-2,3,0.1,0.4,0.9234,42.9266
-1,3,0.1,0.4,0.9192,44.4022
0,3,0.1,0.4,0.9108,45.2886
1,3,0.1,0.4,0.9004,46.1036
2,3,0.1,0.4,0.8928,47.1426
3,3,0.1,0.4,0.8714,48.5198
-3,-3,0.4,0.4,0.2646,78.3542
-2,-3,0.4,0.4,0.205,72.7662
-1,-3,0.4,0.4,0.1276,68.0776
0,-3,0.4,0.4,0.0886,61.0222
1,-3,0.4,0.4,0.0608,56.7184
2,-3,0.4,0.4,0.028,51.3338
3,-3,0.4,0.4,0.0192,45.4666
-3,-2,0.4,0.4,0.4486,84.433
-2,-2,0.4,0.4,0.3498,82.0202
-1,-2,0.4,0.4,0.2556,76.3122
0,-2,0.4,0.4,0.1694,72.001
1,-2,0.4,0.4,0.1184,66.633
2,-2,0.4,0.4,0.08,61.4254
3,-2,0.4,0.4,0.0552,54.3686
-3,-1,0.4,0.4,0.6496,82.8098
-2,-1,0.4,0.4,0.5344,85.638
-1,-1,0.4,0.4,0.4266,85.1118
0,-1,0.4,0.4,0.3208,82.4688
1,-1,0.4,0.4,0.216,77.5094
2,-1,0.4,0.4,0.148,71.2832
3,-1,0.4,0.4,0.1058,64.2998
-3,0,0.4,0.4,0.796,75.2912
-2,0,0.4,0.4,0.7132,83.2684
-1,0,0.4,0.4,0.622,87.0732
0,0,0.4,0.4,0.4928,84.6562
1,0,0.4,0.4,0.3744,84.9928
2,0,0.4,0.4,0.293,80.351
3,0,0.4,0.4,0.2004,76.1806
-3,1,0.4,0.4,0.8924,64.9062
-2,1,0.4,0.4,0.8462,72.0006
-1,1,0.4,0.4,0.7708,76.7418
0,1,0.4,0.4,0.6844,83.0294
1,1,0.4,0.4,0.581,85.658
2,1,0.4,0.4,0.4778,86.0046
3,1,0.4,0.4,0.361,83.008
-3,2,0.4,0.4,0.9532,54.9538
-2,2,0.4,0.4,0.9246,60.3718
-1,2,0.4,0.4,0.8866,66.531
0,2,0.4,0.4,0.8236,72.9456
1,2,0.4,0.4,0.7516,77.418
2,2,0.4,0.4,0.668,81.8436
3,2,0.4,0.4,0.552,82.7034
-3,3,0.4,0.4,0.9782,45.6146
-2,3,0.4,0.4,0.9654,50.1856
-1,3,0.4,0.4,0.9412,56.5272
0,3,0.4,0.4,0.9122,62.253
1,3,0.4,0.4,0.8654,68.107
2,3,0.4,0.4,0.8108,73.9068
3,3,0.4,0.4,0.7106,78.1528
-3,-3,0.7,0.4,0.4584,90.6848
-2,-3,0.7,0.4,0.2972,86.4072
-1,-3,0.7,0.4,0.1782,78.5988
0,-3,0.7,0.4,0.097,69.0826
1,-3,0.7,0.4,0.0514,59.6442
2,-3,0.7,0.4,0.0216,50.6372
3,-3,0.7,0.4,0.0098,43.085
-3,-2,0.7,0.4,0.6274,88.7132
-2,-2,0.7,0.4,0.4668,93.044
-1,-2,0.7,0.4,0.3114,88.4304
0,-2,0.7,0.4,0.1836,79.6274
1,-2,0.7,0.4,0.0914,71.254
2,-2,0.7,0.4,0.0492,59.9708
3,-2,0.7,0.4,0.0278,50.1046
-3,-1,0.7,0.4,0.7846,82.8834
-2,-1,0.7,0.4,0.654,91.4308
-1,-1,0.7,0.4,0.4848,93.8136
0,-1,0.7,0.4,0.3214,91.5956
1,-1,0.7,0.4,0.1928,82.3486
2,-1,0.7,0.4,0.106,71.1644
3,-1,0.7,0.4,0.0554,60.3208
-3,0,0.7,0.4,0.8952,70.505
-2,0,0.7,0.4,0.8004,81.6056
-1,0,0.7,0.4,0.6636,91.6448
0,0,0.7,0.4,0.5066,92.7452
1,0,0.7,0.4,0.3406,92.351
2,0,0.7,0.4,0.1998,82.6784
3,0,0.7,0.4,0.1138,72.0158
-3,1,0.7,0.4,0.9466,60.972
-2,1,0.7,0.4,0.8878,71.1842
-1,1,0.7,0.4,0.8128,81.3852
0,1,0.7,0.4,0.6934,91.6618
1,1,0.7,0.4,0.519,94.0736
2,1,0.7,0.4,0.3562,90.6902
3,1,0.7,0.4,0.219,83.5374
-3,2,0.7,0.4,0.9766,50.0292
-2,2,0.7,0.4,0.9524,60.4074
-1,2,0.7,0.4,0.9008,70.003
0,2,0.7,0.4,0.8176,80.3496
1,2,0.7,0.4,0.6958,89.6062
2,2,0.7,0.4,0.5432,93.5092
3,2,0.7,0.4,0.3688,89.541
-3,3,0.7,0.4,0.9878,43.5614
-2,3,0.7,0.4,0.974,50.47
-1,3,0.7,0.4,0.9476,58.8856
0,3,0.7,0.4,0.9094,68.642
1,3,0.7,0.4,0.8358,79.4434
2,3,0.7,0.4,0.7048,87.7004
3,3,0.7,0.4,0.5444,89.3058
-3,-3,1.0,0.4,0.5894,89.5202
-2,-3,1.0,0.4,0.3808,90.5204
-1,-3,1.0,0.4,0.2114,84.957
0,-3,1.0,0.4,0.1036,71.9764
1,-3,1.0,0.4,0.0466,59.4664
2,-3,1.0,0.4,0.0158,48.2476
3,-3,1.0,0.4,0.0054,40.1364
-3,-2,1.0,0.4,0.7356,85.3684
-2,-2,1.0,0.4,0.555,93.9542
-1,-2,1.0,0.4,0.3654,92.7228
0,-2,1.0,0.4,0.1846,83.3646
1,-2,1.0,0.4,0.0884,69.3978
2,-2,1.0,0.4,0.0354,57.0186
3,-2,1.0,0.4,0.0122,46.206
-3,-1,1.0,0.4,0.8686,73.8562
-2,-1,1.0,0.4,0.7284,87.088
-1,-1,1.0,0.4,0.5218,96.5512
0,-1,1.0,0.4,0.322,92.4576
1,-1,1.0,0.4,0.1602,83.182
2,-1,1.0,0.4,0.0804,67.751
3,-1,1.0,0.4,0.03,54.2376
-3,0,1.0,0.4,0.9368,62.8898
-2,0,1.0,0.4,0.8508,79.7404
-1,0,1.0,0.4,0.705,91.7448
0,0,1.0,0.4,0.5032,95.9074
1,0,1.0,0.4,0.308,91.8462
2,0,1.0,0.4,0.149,78.8594
3,0,1.0,0.4,0.0656,64.4796
-3,1,1.0,0.4,0.968,55.5816
-2,1,1.0,0.4,0.926,67.8888
-1,1,1.0,0.4,0.839,82.2186
0,1,1.0,0.4,0.6846,93.1516
1,1,1.0,0.4,0.4742,96.7104
2,1,1.0,0.4,0.2682,88.7392
3,1,1.0,0.4,0.1414,74.5226
-3,2,1.0,0.4,0.988,45.9088
-2,2,1.0,0.4,0.9602,57.3606
-1,2,1.0,0.4,0.907,69.2516
0,2,1.0,0.4,0.8214,84.3522
1,2,1.0,0.4,0.6422,93.3594
2,2,1.0,0.4,0.4454,93.54
3,2,1.0,0.4,0.2558,84.9426
-3,3,1.0,0.4,0.9942,39.9172
-2,3,1.0,0.4,0.983,47.9362
-1,3,1.0,0.4,0.955,60.101
0,3,1.0,0.4,0.8988,71.9968
1,3,1.0,0.4,0.7938,85.4862
2,3,1.0,0.4,0.6134,89.7772
3,3,1.0,0.4,0.4188,89.7374
-3,-3,0.1,0.7,0.0528,41.0394
-2,-3,0.1,0.7,0.0494,39.7112
-1,-3,0.1,0.7,0.0402,39.3836
0,-3,0.1,0.7,0.0378,39.1484
1,-3,0.1,0.7,0.035,37.4544
2,-3,0.1,0.7,0.0308,37.2766
3,-3,0.1,0.7,0.0282,36.5352
-3,-2,0.1,0.7,0.1454,50.629
-2,-2,0.1,0.7,0.1316,50.2616
-1,-2,0.1,0.7,0.1186,49.5222
0,-2,0.1,0.7,0.1026,48.0084
1,-2,0.1,0.7,0.1096,46.765
2,-2,0.1,0.7,0.0882,46.87
3,-2,0.1,0.7,0.0816,44.8814
-3,-1,0.1,0.7,0.3216,59.7736
-2,-1,0.1,0.7,0.3064,59.862
-1,-1,0.1,0.7,0.2734,59.078
0,-1,0.1,0.7,0.2464,57.3738
1,-1,0.1,0.7,0.2298,57.6158
2,-1,0.1,0.7,0.2232,55.8554
3,-1,0.1,0.7,0.2038,55.1436
-3,0,0.1,0.7,0.5838,62.8066
-2,0,0.1,0.7,0.5514,62.9654
-1,0,0.1,0.7,0.5354,62.5138
0,0,0.1,0.7,0.497,62.3176
1,0,0.1,0.7,0.468,63.1012
2,0,0.1,0.7,0.4514,61.3314
3,0,0.1,0.7,0.4086,60.8292
-3,1,0.1,0.7,0.7958,54.6798
-2,1,0.1,0.7,0.7824,56.595
-1,1,0.1,0.7,0.763,57.1014
0,1,0.1,0.7,0.7358,58.3388
1,1,0.1,0.7,0.718,58.4998
2,1,0.1,0.7,0.6944,59.04
3,1,0.1,0.7,0.68,59.5974
-3,2,0.1,0.7,0.9204,45.8172
-2,2,0.1,0.7,0.9124,46.2574
-1,2,0.1,0.7,0.9002,46.5102
0,2,0.1,0.7,0.8868,47.5102
1,2,0.1,0.7,0.8858,48.697
2,2,0.1,0.7,0.8684,50.5514
3,2,0.1,0.7,0.8496,51.5632
-3,3,0.1,0.7,0.9748,36.952
-2,3,0.1,0.7,0.971,37.3144
-1,3,0.1,0.7,0.9672,38.4952
0,3,0.1,0.7,0.959,38.6786
1,3,0.1,0.7,0.9586,39.8918
2,3,0.1,0.7,0.9552,40.336
3,3,0.1,0.7,0.9392,41.8904
-3,-3,0.4,0.7,0.1286,63.8666
-2,-3,0.4,0.7,0.0846,58.8932
-1,-3,0.4,0.7,0.0568,54.214
0,-3,0.4,0.7,0.0386,49.5126
1,-3,0.4,0.7,0.0262,46.518
2,-3,0.4,0.7,0.0154,41.6238
3,-3,0.4,0.7,0.011,38.5926
-3,-2,0.4,0.7,0.2898,77.551
-2,-2,0.4,0.7,0.2044,74.4602
-1,-2,0.4,0.7,0.1434,69.76
0,-2,0.4,0.7,0.109,63.1806
1,-2,0.4,0.7,0.0714,58.214
2,-2,0.4,0.7,0.0506,53.4172
3,-2,0.4,0.7,0.029,49.7484
-3,-1,0.4,0.7,0.5382,83.6484
-2,-1,0.4,0.7,0.447,85.0794
-1,-1,0.4,0.7,0.349,81.8288
0,-1,0.4,0.7,0.2564,77.7074
1,-1,0.4,0.7,0.188,72.8114
2,-1,0.4,0.7,0.121,66.8464
3,-1,0.4,0.7,0.0938,62.2708
-3,0,0.4,0.7,0.7852,74.8768
-2,0,0.4,0.7,0.6908,80.6806
-1,0,0.4,0.7,0.5996,84.4712
0,0,0.4,0.7,0.4932,85.5066
1,0,0.4,0.7,0.4,84.1462
2,0,0.4,0.7,0.2996,79.0758
3,0,0.4,0.7,0.2192,75.83
-3,1,0.4,0.7,0.9112,61.3248
-2,1,0.4,0.7,0.8596,67.343
-1,1,0.4,0.7,0.8118,71.9634
0,1,0.4,0.7,0.7418,77.515
1,1,0.4,0.7,0.6496,80.8216
2,1,0.4,0.7,0.5668,84.0682
3,1,0.4,0.7,0.4546,83.637
-3,2,0.4,0.7,0.9714,48.8616
-2,2,0.4,0.7,0.9496,52.6818
-1,2,0.4,0.7,0.9292,57.8162
0,2,0.4,0.7,0.8984,64.1122
1,2,0.4,0.7,0.8494,68.2774
2,2,0.4,0.7,0.7814,73.3946
3,2,0.4,0.7,0.7022,78.312
-3,3,0.4,0.7,0.9906,38.4878
-2,3,0.4,0.7,0.9868,41.482
-1,3,0.4,0.7,0.9762,45.6046
0,3,0.4,0.7,0.9662,50.1618
1,3,0.4,0.7,0.9434,54.6474
2,3,0.4,0.7,0.9126,59.7532
3,3,0.4,0.7,0.8696,64.9686
-3,-3,0.7,0.7,0.2374,81.0562
-2,-3,0.7,0.7,0.1464,71.8784
-1,-3,0.7,0.7,0.0788,64.3758
0,-3,0.7,0.7,0.0448,56.0176
1,-3,0.7,0.7,0.0218,48.237
2,-3,0.7,0.7,0.011,42.469
3,-3,0.7,0.7,0.0056,37.3996
-3,-2,0.7,0.7,0.475,89.987
-2,-2,0.7,0.7,0.3128,86.7224
-1,-2,0.7,0.7,0.189,80.003
0,-2,0.7,0.7,0.109,71.4302
1,-2,0.7,0.7,0.0674,60.2386
2,-2,0.7,0.7,0.0274,52.6494
3,-2,0.7,0.7,0.0186,45.479
-3,-1,0.7,0.7,0.7026,85.3122
-2,-1,0.7,0.7,0.5562,93.6304
-1,-1,0.7,0.7,0.3928,91.1886
0,-1,0.7,0.7,0.258,84.783
1,-1,0.7,0.7,0.1606,75.6832
2,-1,0.7,0.7,0.0868,68.4212
3,-1,0.7,0.7,0.0476,57.775
-3,0,0.7,0.7,0.8668,71.8498
-2,0,0.7,0.7,0.7888,80.7592
-1,0,0.7,0.7,0.6498,90.8116
0,0,0.7,0.7,0.4922,91.9514
1,0,0.7,0.7,0.337,89.9822
2,0,0.7,0.7,0.2204,83.1618
3,0,0.7,0.7,0.1312,74.2238
-3,1,0.7,0.7,0.9552,56.8216
-2,1,0.7,0.7,0.917,66.9878
-1,1,0.7,0.7,0.8446,77.8406
0,1,0.7,0.7,0.7462,83.9266
1,1,0.7,0.7,0.5998,91.2744
2,1,0.7,0.7,0.4288,90.4346
3,1,0.7,0.7,0.2966,86.9886
-3,2,0.7,0.7,0.9838,45.5918
-2,2,0.7,0.7,0.9694,53.1868
-1,2,0.7,0.7,0.9348,60.731
0,2,0.7,0.7,0.8912,68.8678
1,2,0.7,0.7,0.8176,78.5708
2,2,0.7,0.7,0.6866,86.351
3,2,0.7,0.7,0.5518,90.2354
-3,3,0.7,0.7,0.9954,37.9324
-2,3,0.7,0.7,0.9874,42.8974
-1,3,0.7,0.7,0.9756,48.5518
0,3,0.7,0.7,0.9556,55.5914
1,3,0.7,0.7,0.9206,63.3744
2,3,0.7,0.7,0.858,72.256
3,3,0.7,0.7,0.7626,80.7612
-3,-3,1.0,0.7,0.3594,85.7856
-2,-3,1.0,0.7,0.2086,78.5944
-1,-3,1.0,0.7,0.1046,69.0298
0,-3,1.0,0.7,0.0488,58.4544
1,-3,1.0,0.7,0.0216,48.8294
2,-3,1.0,0.7,0.009,40.8974
3,-3,1.0,0.7,0.003,35.434
-3,-2,1.0,0.7,0.5858,89.2156
-2,-2,1.0,0.7,0.3928,90.8554
-1,-2,1.0,0.7,0.2384,84.807
0,-2,1.0,0.7,0.1092,73.8314
1,-2,1.0,0.7,0.0506,61.5002
2,-2,1.0,0.7,0.0188,51.2254
3,-2,1.0,0.7,0.012,42.5496
-3,-1,1.0,0.7,0.8076,80.6356
-2,-1,1.0,0.7,0.6396,92.0572
-1,-1,1.0,0.7,0.4522,94.2568
0,-1,1.0,0.7,0.2672,88.8756
1,-1,1.0,0.7,0.1434,74.5504
2,-1,1.0,0.7,0.064,64.1908
3,-1,1.0,0.7,0.0268,52.518
-3,0,1.0,0.7,0.9242,65.3922
-2,0,1.0,0.7,0.8368,81.2834
-1,0,1.0,0.7,0.6886,90.5184
0,0,1.0,0.7,0.4964,96.0546
1,0,1.0,0.7,0.306,89.5878
2,0,1.0,0.7,0.1558,79.6304
3,0,1.0,0.7,0.0836,65.28
-3,1,1.0,0.7,0.9736,52.6276
-2,1,1.0,0.7,0.9336,63.5082
-1,1,1.0,0.7,0.8548,76.5548
0,1,1.0,0.7,0.7402,88.4454
1,1,1.0,0.7,0.5542,93.5874
2,1,1.0,0.7,0.3674,89.7548
3,1,1.0,0.7,0.1982,79.9492
-3,2,1.0,0.7,0.9918,42.6874
-2,2,1.0,0.7,0.9778,50.8326
-1,2,1.0,0.7,0.951,59.8938
0,2,1.0,0.7,0.8786,72.2308
1,2,1.0,0.7,0.7596,85.8312
2,2,1.0,0.7,0.6084,91.5428
3,2,1.0,0.7,0.4032,91.0032
-3,3,1.0,0.7,0.9964,35.264
-2,3,1.0,0.7,0.9922,41.4418
-1,3,1.0,0.7,0.9824,48.8704
0,3,1.0,0.7,0.9566,58.3258
1,3,1.0,0.7,0.9026,67.9344
2,3,1.0,0.7,0.7936,80.5022
3,3,1.0,0.7,0.637,86.9656
-3,-3,0.1,1.0,0.0274,36.179
-2,-3,0.1,1.0,0.025,35.1478
-1,-3,0.1,1.0,0.0232,34.7896
0,-3,0.1,1.0,0.02,33.8916
1,-3,0.1,1.0,0.0156,33.372
2,-3,0.1,1.0,0.0184,33.1092
3,-3,0.1,1.0,0.0168,32.2772
-3,-2,0.1,1.0,0.0962,46.3956
-2,-2,0.1,1.0,0.0906,46.4924
-1,-2,0.1,1.0,0.0782,44.6596
0,-2,0.1,1.0,0.0744,43.1052
1,-2,0.1,1.0,0.066,43.5382
2,-2,0.1,1.0,0.0616,41.7484
3,-2,0.1,1.0,0.0592,41.8384
-3,-1,0.1,1.0,0.279,57.994
-2,-1,0.1,1.0,0.2558,56.1076
-1,-1,0.1,1.0,0.2344,56.9962
0,-1,0.1,1.0,0.2262,55.339
1,-1,0.1,1.0,0.1974,54.8706
2,-1,0.1,1.0,0.198,53.9818
3,-1,0.1,1.0,0.172,53.3552
-3,0,0.1,1.0,0.5806,63.228
-2,0,0.1,1.0,0.553,61.4946
-1,0,0.1,1.0,0.5198,61.643
0,0,0.1,1.0,0.5082,60.688
1,0,0.1,1.0,0.4698,60.9654
2,0,0.1,1.0,0.4496,62.863
3,0,0.1,1.0,0.4298,60.627
-3,1,0.1,1.0,0.8338,52.1952
-2,1,0.1,1.0,0.8132,53.89
-1,1,0.1,1.0,0.8002,55.1836
0,1,0.1,1.0,0.7796,56.027
