v1,v2,c1,c2,choice,rt
1,1,0.1,1.0,0.7552,56.5546
2,1,0.1,1.0,0.726,56.4674
3,1,0.1,1.0,0.7068,57.904
-3,2,0.1,1.0,0.9394,42.4926
-2,2,0.1,1.0,0.9436,42.2962
-1,2,0.1,1.0,0.935,43.4898
0,2,0.1,1.0,0.9274,43.251
1,2,0.1,1.0,0.919,45.1714
2,2,0.1,1.0,0.9136,45.6984
3,2,0.1,1.0,0.9098,46.4534
-3,3,0.1,1.0,0.9828,32.5282
-2,3,0.1,1.0,0.9822,32.8646
-1,3,0.1,1.0,0.984,33.445
0,3,0.1,1.0,0.979,34.819
1,3,0.1,1.0,0.9766,34.8892
2,3,0.1,1.0,0.9746,35.001
3,3,0.1,1.0,0.971,35.6722
-3,-3,0.4,1.0,0.0682,53.3276
-2,-3,0.4,1.0,0.0414,48.9714
-1,-3,0.4,1.0,0.032,45.8224
0,-3,0.4,1.0,0.0188,41.8374
1,-3,0.4,1.0,0.0138,38.8142
2,-3,0.4,1.0,0.01,36.5204
3,-3,0.4,1.0,0.0038,34.1972
-3,-2,0.4,1.0,0.2072,68.943
-2,-2,0.4,1.0,0.1408,66.286
-1,-2,0.4,1.0,0.0966,62.108
0,-2,0.4,1.0,0.0722,55.5264
1,-2,0.4,1.0,0.0406,51.6258
2,-2,0.4,1.0,0.0364,47.2558
3,-2,0.4,1.0,0.0274,43.1464
-3,-1,0.4,1.0,0.4866,81.5304
-2,-1,0.4,1.0,0.3854,79.4712
-1,-1,0.4,1.0,0.293,77.7562
0,-1,0.4,1.0,0.2256,72.6702
1,-1,0.4,1.0,0.1576,68.1886
2,-1,0.4,1.0,0.1058,62.3262
3,-1,0.4,1.0,0.0736,57.3574
-3,0,0.4,1.0,0.7592,74.2122
-2,0,0.4,1.0,0.6854,79.2156
-1,0,0.4,1.0,0.6036,81.0736
0,0,0.4,1.0,0.4982,82.962
1,0,0.4,1.0,0.4124,79.2894
2,0,0.4,1.0,0.313,78.5156
3,0,0.4,1.0,0.2298,73.7018
-3,1,0.4,1.0,0.925,57.258
-2,1,0.4,1.0,0.8888,61.4042
-1,1,0.4,1.0,0.8352,68.1004
0,1,0.4,1.0,0.7766,73.4148
1,1,0.4,1.0,0.7102,76.881
2,1,0.4,1.0,0.6086,82.333
3,1,0.4,1.0,0.5264,80.45
-3,2,0.4,1.0,0.9818,44.4018
-2,2,0.4,1.0,0.9684,47.3552
-1,2,0.4,1.0,0.9542,51.1634
0,2,0.4,1.0,0.9362,56.8096
1,2,0.4,1.0,0.8966,60.7858
2,2,0.4,1.0,0.8462,66.1478
3,2,0.4,1.0,0.7836,68.7968
-3,3,0.4,1.0,0.9952,34.275
-2,3,0.4,1.0,0.9916,36.4714
-1,3,0.4,1.0,0.9874,39.6052
0,3,0.4,1.0,0.9792,42.4112
1,3,0.4,1.0,0.971,45.1174
2,3,0.4,1.0,0.9566,49.684
3,3,0.4,1.0,0.9308,53.423
-3,-3,0.7,1.0,0.135,67.6962
-2,-3,0.7,1.0,0.0738,60.6632
-1,-3,0.7,1.0,0.0412,52.5852
0,-3,0.7,1.0,0.021,46.2766
1,-3,0.7,1.0,0.0098,41.3086
2,-3,0.7,1.0,0.0038,37.434
3,-3,0.7,1.0,0.0022,33.366
-3,-2,0.7,1.0,0.3568,83.6096
-2,-2,0.7,1.0,0.2266,79.469
-1,-2,0.7,1.0,0.1292,70.012
0,-2,0.7,1.0,0.0726,63.2906
1,-2,0.7,1.0,0.0402,54.7554
2,-2,0.7,1.0,0.02,47.8178
3,-2,0.7,1.0,0.01,42.0404
-3,-1,0.7,1.0,0.6474,85.39
-2,-1,0.7,1.0,0.5072,90.4414
-1,-1,0.7,1.0,0.3518,88.355
0,-1,0.7,1.0,0.236,79.6018
1,-1,0.7,1.0,0.1346,72.186
2,-1,0.7,1.0,0.071,62.978
3,-1,0.7,1.0,0.0442,54.6798
-3,0,0.7,1.0,0.8712,71.819
-2,0,0.7,1.0,0.776,81.238
-1,0,0.7,1.0,0.6514,88.5354
0,0,0.7,1.0,0.5004,88.8792
1,0,0.7,1.0,0.3504,88.3374
2,0,0.7,1.0,0.228,80.9914
3,0,0.7,1.0,0.1392,72.2406
-3,1,0.7,1.0,0.9652,54.4128
-2,1,0.7,1.0,0.9216,62.8426
-1,1,0.7,1.0,0.8698,72.4118
0,1,0.7,1.0,0.781,80.2602
1,1,0.7,1.0,0.639,87.64
2,1,0.7,1.0,0.4908,89.0878
3,1,0.7,1.0,0.3524,86.3242
-3,2,0.7,1.0,0.988,41.4348
-2,2,0.7,1.0,0.9768,47.9374
-1,2,0.7,1.0,0.961,53.8654
0,2,0.7,1.0,0.9284,62.2822
1,2,0.7,1.0,0.864,69.7746
2,2,0.7,1.0,0.7828,78.6662
3,2,0.7,1.0,0.6576,83.9152
-3,3,0.7,1.0,0.9976,33.9556
-2,3,0.7,1.0,0.9928,37.2192
-1,3,0.7,1.0,0.988,41.4018
0,3,0.7,1.0,0.9778,47.4056
1,3,0.7,1.0,0.952,53.7334
2,3,0.7,1.0,0.9212,60.1922
3,3,0.7,1.0,0.86,67.705
-3,-3,1.0,1.0,0.2376,77.9256
-2,-3,1.0,1.0,0.1254,68.3434
-1,-3,1.0,1.0,0.058,58.463
0,-3,1.0,1.0,0.0278,49.5446
1,-3,1.0,1.0,0.0128,42.0752
2,-3,1.0,1.0,0.0048,37.087
3,-3,1.0,1.0,0.002,31.9898
-3,-2,1.0,1.0,0.4986,89.167
-2,-2,1.0,1.0,0.3008,86.6448
-1,-2,1.0,1.0,0.1664,77.0032
0,-2,1.0,1.0,0.0808,65.3166
1,-2,1.0,1.0,0.0324,54.2084
2,-2,1.0,1.0,0.0144,46.0612
3,-2,1.0,1.0,0.0058,39.3772
-3,-1,1.0,1.0,0.7562,81.4962
-2,-1,1.0,1.0,0.593,90.488
-1,-1,1.0,1.0,0.4124,90.8738
0,-1,1.0,1.0,0.2356,83.6906
1,-1,1.0,1.0,0.1186,70.985
2,-1,1.0,1.0,0.0526,61.4398
3,-1,1.0,1.0,0.023,49.5928
-3,0,1.0,1.0,0.9196,66.0844
-2,0,1.0,1.0,0.8258,77.5222
-1,0,1.0,1.0,0.6874,87.6334
0,0,1.0,1.0,0.5042,93.498
1,0,1.0,1.0,0.316,88.5506
2,0,1.0,1.0,0.1622,78.3966
3,0,1.0,1.0,0.0834,66.3364
-3,1,1.0,1.0,0.975,50.2566
-2,1,1.0,1.0,0.9448,60.5526
-1,1,1.0,1.0,0.8816,72.3864
0,1,1.0,1.0,0.768,83.1504
1,1,1.0,1.0,0.5934,90.4506
2,1,1.0,1.0,0.4236,91.0782
3,1,1.0,1.0,0.2412,83.623
-3,2,1.0,1.0,0.995,38.9194
-2,2,1.0,1.0,0.9842,45.9088
-1,2,1.0,1.0,0.962,54.2532
0,2,1.0,1.0,0.9218,65.0312
1,2,1.0,1.0,0.837,77.6842
2,2,1.0,1.0,0.6982,84.4472
3,2,1.0,1.0,0.5102,88.2662
-3,3,1.0,1.0,0.998,31.953
-2,3,1.0,1.0,0.9958,36.2412
-1,3,1.0,1.0,0.9882,41.9548
0,3,1.0,1.0,0.9802,49.399
1,3,1.0,1.0,0.9378,58.559
2,3,1.0,1.0,0.8932,68.6142
3,3,1.0,1.0,0.765,78.0736
