v1,v2,c1,c2,choice,rt
-3,1,0.7,0.1,0.9492,57.4014
-2,1,0.7,0.1,0.8768,71.8802
-1,1,0.7,0.1,0.75,84.9634
0,1,0.7,0.1,0.5706,92.6496
1,1,0.7,0.1,0.3738,91.2458
2,1,0.7,0.1,0.198,81.7762
3,1,0.7,0.1,0.1008,67.2368
-3,2,0.7,0.1,0.9552,55.29
-2,2,0.7,0.1,0.9,66.9356
-1,2,0.7,0.1,0.8044,82.0096
0,2,0.7,0.1,0.6466,92.399
1,2,0.7,0.1,0.434,91.7898
2,2,0.7,0.1,0.2712,84.4466
3,2,0.7,0.1,0.1324,70.5422
-3,3,0.7,0.1,0.9714,50.5712
-2,3,0.7,0.1,0.9316,64.8232
-1,3,0.7,0.1,0.8394,78.3178
0,3,0.7,0.1,0.7122,88.5702
1,3,0.7,0.1,0.516,91.8066
2,3,0.7,0.1,0.3142,86.4962
3,3,0.7,0.1,0.158,73.885
-3,-3,1.0,0.1,0.9048,65.7066
-2,-3,1.0,0.1,0.765,82.726
-1,-3,1.0,0.1,0.5382,94.507
0,-3,1.0,0.1,0.3066,89.5084
1,-3,1.0,0.1,0.1406,75.6594
2,-3,1.0,0.1,0.0532,60.2944
3,-3,1.0,0.1,0.0168,45.4354
-3,-2,1.0,0.1,0.9242,61.5414
-2,-2,1.0,0.1,0.8062,80.4256
-1,-2,1.0,0.1,0.6158,94.152
0,-2,1.0,0.1,0.3552,92.614
1,-2,1.0,0.1,0.1832,80.0784
2,-2,1.0,0.1,0.0734,63.5944
3,-2,1.0,0.1,0.0238,48.2636
-3,-1,1.0,0.1,0.9478,57.9256
-2,-1,1.0,0.1,0.8566,75.16
-1,-1,1.0,0.1,0.6664,90.6094
0,-1,1.0,0.1,0.435,94.4718
1,-1,1.0,0.1,0.2228,83.1342
2,-1,1.0,0.1,0.0804,67.106
3,-1,1.0,0.1,0.0316,50.817
-3,0,1.0,0.1,0.9608,53.9212
-2,0,1.0,0.1,0.8916,70.677
-1,0,1.0,0.1,0.7328,87.102
0,0,1.0,0.1,0.4948,94.368
1,0,1.0,0.1,0.2642,87.6104
2,0,1.0,0.1,0.1118,71.4278
3,0,1.0,0.1,0.039,53.8488
-3,1,1.0,0.1,0.9736,50.5896
-2,1,1.0,0.1,0.9132,68.1182
-1,1,1.0,0.1,0.7808,83.815
0,1,1.0,0.1,0.563,94.632
1,1,1.0,0.1,0.3306,89.4628
2,1,1.0,0.1,0.1436,73.4986
3,1,1.0,0.1,0.0598,58.7904
-3,2,1.0,0.1,0.9762,47.392
-2,2,1.0,0.1,0.9282,63.6024
-1,2,1.0,0.1,0.82,81.286
0,2,1.0,0.1,0.6552,93.0612
1,2,1.0,0.1,0.391,93.4786
2,2,1.0,0.1,0.191,80.3138
3,2,1.0,0.1,0.0686,59.7972
-3,3,1.0,0.1,0.985,45.7212
-2,3,1.0,0.1,0.9486,60.2928
-1,3,1.0,0.1,0.862,75.901
0,3,1.0,0.1,0.7014,88.8924
1,3,1.0,0.1,0.4656,92.5372
2,3,1.0,0.1,0.2382,81.9064
3,3,1.0,0.1,0.0916,64.8068
-3,-3,0.1,0.4,0.1312,47.9006
-2,-3,0.1,0.4,0.1164,45.9384
-1,-3,0.1,0.4,0.1116,45.949
0,-3,0.1,0.4,0.0932,43.423
1,-3,0.1,0.4,0.0824,43.5684
2,-3,0.1,0.4,0.0736,42.7114
3,-3,0.1,0.4,0.0666,41.9914
-3,-2,0.1,0.4,0.2404,56.1502
-2,-2,0.1,0.4,0.2146,54.0066
-1,-2,0.1,0.4,0.2016,53.9414
0,-2,0.1,0.4,0.1768,51.5926
1,-2,0.1,0.4,0.1576,50.1594
2,-2,0.1,0.4,0.1432,49.513
3,-2,0.1,0.4,0.1292,48.9484
-3,-1,0.1,0.4,0.4058,59.303
-2,-1,0.1,0.4,0.3712,59.1616
-1,-1,0.1,0.4,0.3356,58.638
0,-1,0.1,0.4,0.325,57.5934
1,-1,0.1,0.4,0.2904,56.8
2,-1,0.1,0.4,0.2672,54.9928
3,-1,0.1,0.4,0.2478,55.316
-3,0,0.1,0.4,0.603,58.961
-2,0,0.1,0.4,0.554,59.9632
-1,0,0.1,0.4,0.5406,59.7414
0,0,0.1,0.4,0.493,59.538
1,0,0.1,0.4,0.4852,60.6972
2,0,0.1,0.4,0.4418,59.7616
3,0,0.1,0.4,0.4042,59.6522
-3,1,0.1,0.4,0.759,56.0976
-2,1,0.1,0.4,0.7314,55.6558
-1,1,0.1,0.4,0.7154,56.8806
0,1,0.1,0.4,0.6844,59.2398
1,1,0.1,0.4,0.664,59.1474
2,1,0.1,0.4,0.6262,58.172
3,1,0.1,0.4,0.5906,58.521
-3,2,0.1,0.4,0.8706,49.384
-2,2,0.1,0.4,0.8492,49.309
-1,2,0.1,0.4,0.834,50.304
0,2,0.1,0.4,0.8182,51.741
1,2,0.1,0.4,0.8054,52.7666
2,2,0.1,0.4,0.7878,53.4768
3,2,0.1,0.4,0.7634,54.3014
-3,3,0.1,0.4,0.9356,40.838
-2,3,0.1,0.4,0.9262,42.3822
-1,3,0.1,0.4,0.9202,43.9174
0,3,0.1,0.4,0.9158,44.3314
1,3,0.1,0.4,0.8912,45.7858
2,3,0.1,0.4,0.8868,46.4298
3,3,0.1,0.4,0.8594,47.6192
-3,-3,0.4,0.4,0.2798,75.8728
-2,-3,0.4,0.4,0.199,72.2634
-1,-3,0.4,0.4,0.1432,66.1292
0,-3,0.4,0.4,0.0892,61.4906
1,-3,0.4,0.4,0.0562,54.6828
2,-3,0.4,0.4,0.045,49.987
3,-3,0.4,0.4,0.0218,45.1668
-3,-2,0.4,0.4,0.4436,83.1822
-2,-2,0.4,0.4,0.343,80.9204
-1,-2,0.4,0.4,0.2564,78.0128
0,-2,0.4,0.4,0.1722,72.5872
1,-2,0.4,0.4,0.117,65.9302
2,-2,0.4,0.4,0.084,59.7028
3,-2,0.4,0.4,0.0484,53.8292
-3,-1,0.4,0.4,0.636,82.758
-2,-1,0.4,0.4,0.528,83.7214
-1,-1,0.4,0.4,0.4314,84.4374
0,-1,0.4,0.4,0.3154,82.2088
1,-1,0.4,0.4,0.2254,76.6952
2,-1,0.4,0.4,0.1612,70.68
3,-1,0.4,0.4,0.108,63.4958
-3,0,0.4,0.4,0.7872,74.0268
-2,0,0.4,0.4,0.7158,80.5324
-1,0,0.4,0.4,0.6126,83.6772
0,0,0.4,0.4,0.5172,86.9672
1,0,0.4,0.4,0.3948,82.4354
2,0,0.4,0.4,0.2952,79.113
3,0,0.4,0.4,0.213,74.9352
-3,1,0.4,0.4,0.8966,62.537
-2,1,0.4,0.4,0.8438,70.5734
-1,1,0.4,0.4,0.7744,76.0072
0,1,0.4,0.4,0.682,81.7018
1,1,0.4,0.4,0.578,83.5772
2,1,0.4,0.4,0.4662,83.941
3,1,0.4,0.4,0.3712,82.1612
-3,2,0.4,0.4,0.9456,53.8576
-2,2,0.4,0.4,0.9164,59.9878
-1,2,0.4,0.4,0.8842,65.1984
0,2,0.4,0.4,0.819,72.0012
1,2,0.4,0.4,0.7436,77.5044
2,2,0.4,0.4,0.6556,80.8972
3,2,0.4,0.4,0.563,83.5216
-3,3,0.4,0.4,0.9766,44.8558
-2,3,0.4,0.4,0.967,51.6268
-1,3,0.4,0.4,0.942,54.9182
0,3,0.4,0.4,0.9146,61.0512
1,3,0.4,0.4,0.8614,65.8614
2,3,0.4,0.4,0.805,70.8552
3,3,0.4,0.4,0.7162,76.4562
-3,-3,0.7,0.4,0.4474,88.624
-2,-3,0.7,0.4,0.298,84.1438
-1,-3,0.7,0.4,0.1798,78.021
0,-3,0.7,0.4,0.0912,67.5914
1,-3,0.7,0.4,0.0502,58.3536
2,-3,0.7,0.4,0.0262,51.0224
3,-3,0.7,0.4,0.0106,42.71
-3,-2,0.7,0.4,0.6284,86.3936
-2,-2,0.7,0.4,0.4662,89.5432
-1,-2,0.7,0.4,0.298,87.6298
0,-2,0.7,0.4,0.1862,79.0966
1,-2,0.7,0.4,0.0944,71.198
2,-2,0.7,0.4,0.0544,59.327
3,-2,0.7,0.4,0.0268,50.8848
-3,-1,0.7,0.4,0.786,82.2062
-2,-1,0.7,0.4,0.6428,90.5472
-1,-1,0.7,0.4,0.4838,91.4138
0,-1,0.7,0.4,0.3216,88.5312
1,-1,0.7,0.4,0.1986,80.6628
2,-1,0.7,0.4,0.1066,70.4346
3,-1,0.7,0.4,0.0504,60.2094
-3,0,0.7,0.4,0.8832,71.7714
-2,0,0.7,0.4,0.796,81.2406
-1,0,0.7,0.4,0.68,90.1616
0,0,0.7,0.4,0.5088,92.6828
1,0,0.7,0.4,0.3456,91.419
2,0,0.7,0.4,0.1958,81.6102
3,0,0.7,0.4,0.109,70.0318
-3,1,0.7,0.4,0.945,60.088
-2,1,0.7,0.4,0.8992,69.9412
-1,1,0.7,0.4,0.8076,81.4654
0,1,0.7,0.4,0.6636,88.0572
1,1,0.7,0.4,0.5242,93.0116
2,1,0.7,0.4,0.3476,88.5156
3,1,0.7,0.4,0.2264,79.8494
-3,2,0.7,0.4,0.9768,50.526
-2,2,0.7,0.4,0.9468,59.9524
-1,2,0.7,0.4,0.8974,69.2036
0,2,0.7,0.4,0.8136,80.078
1,2,0.7,0.4,0.6962,87.5036
2,2,0.7,0.4,0.5272,90.9592
3,2,0.7,0.4,0.3714,89.6638
-3,3,0.7,0.4,0.9882,42.2822
-2,3,0.7,0.4,0.9782,50.1002
-1,3,0.7,0.4,0.9546,58.4422
0,3,0.7,0.4,0.8936,68.3266
1,3,0.7,0.4,0.8228,78.7622
2,3,0.7,0.4,0.712,85.8066
3,3,0.7,0.4,0.5452,87.9198
-3,-3,1.0,0.4,0.5688,87.9822
-2,-3,1.0,0.4,0.3818,88.9502
-1,-3,1.0,0.4,0.212,82.6968
0,-3,1.0,0.4,0.103,70.9498
1,-3,1.0,0.4,0.045,58.6796
2,-3,1.0,0.4,0.0174,47.9984
3,-3,1.0,0.4,0.0078,39.4318
-3,-2,1.0,0.4,0.7512,82.293
-2,-2,1.0,0.4,0.5596,90.7588
-1,-2,1.0,0.4,0.346,90.6778
0,-2,1.0,0.4,0.1982,81.7742
1,-2,1.0,0.4,0.0948,69.6518
2,-2,1.0,0.4,0.0346,55.8336
3,-2,1.0,0.4,0.0126,44.7686
-3,-1,1.0,0.4,0.854,72.5952
-2,-1,1.0,0.4,0.731,86.5886
-1,-1,1.0,0.4,0.5314,93.2818
0,-1,1.0,0.4,0.3236,92.5258
1,-1,1.0,0.4,0.1666,79.8172
2,-1,1.0,0.4,0.0766,66.3762
3,-1,1.0,0.4,0.0308,53.2546
-3,0,1.0,0.4,0.9438,63.8542
-2,0,1.0,0.4,0.8522,76.6856
-1,0,1.0,0.4,0.6962,90.8128
0,0,1.0,0.4,0.4956,95.3202
1,0,1.0,0.4,0.304,88.8498
2,0,1.0,0.4,0.1602,76.478
3,0,1.0,0.4,0.0686,61.7182
-3,1,1.0,0.4,0.9718,53.0502
-2,1,1.0,0.4,0.9252,66.6238
-1,1,1.0,0.4,0.8294,79.7606
0,1,1.0,0.4,0.6698,91.3528
1,1,1.0,0.4,0.4596,95.3918
2,1,1.0,0.4,0.269,84.8254
3,1,1.0,0.4,0.132,73.1434
-3,2,1.0,0.4,0.9878,45.7956
-2,2,1.0,0.4,0.9634,56.6756
-1,2,1.0,0.4,0.9076,70.2552
0,2,1.0,0.4,0.811,82.5686
1,2,1.0,0.4,0.6378,92.1764
2,2,1.0,0.4,0.441,92.056
3,2,1.0,0.4,0.2426,82.5508
-3,3,1.0,0.4,0.9944,39.5684
-2,3,1.0,0.4,0.981,47.7856
-1,3,1.0,0.4,0.9492,59.4818
0,3,1.0,0.4,0.8886,70.839
1,3,1.0,0.4,0.7874,82.986
2,3,1.0,0.4,0.6164,89.4358
3,3,1.0,0.4,0.4226,86.823
-3,-3,0.1,0.7,0.0574,41.0134
-2,-3,0.1,0.7,0.05,40.6802
-1,-3,0.1,0.7,0.0442,39.694
0,-3,0.1,0.7,0.044,38.4406
1,-3,0.1,0.7,0.0384,37.6826
2,-3,0.1,0.7,0.0354,36.957
3,-3,0.1,0.7,0.0304,36.6626
-3,-2,0.1,0.7,0.1446,50.359
-2,-2,0.1,0.7,0.137,50.1728
-1,-2,0.1,0.7,0.1316,48.0746
0,-2,0.1,0.7,0.1138,48.0932
1,-2,0.1,0.7,0.088,46.9824
2,-2,0.1,0.7,0.0914,45.2242
3,-2,0.1,0.7,0.0828,44.3724
-3,-1,0.1,0.7,0.3262,59.3636
-2,-1,0.1,0.7,0.3022,59.3764
-1,-1,0.1,0.7,0.2814,57.636
0,-1,0.1,0.7,0.2514,57.3782
1,-1,0.1,0.7,0.2406,57.4444
2,-1,0.1,0.7,0.212,55.425
3,-1,0.1,0.7,0.204,54.8054
-3,0,0.1,0.7,0.5824,60.2746
-2,0,0.1,0.7,0.5554,60.7674
-1,0,0.1,0.7,0.5308,62.5938
0,0,0.1,0.7,0.4972,62.3286
1,0,0.1,0.7,0.4714,62.076
2,0,0.1,0.7,0.447,62.0278
3,0,0.1,0.7,0.425,60.1102
-3,1,0.1,0.7,0.799,55.3224
-2,1,0.1,0.7,0.7816,55.5018
-1,1,0.1,0.7,0.7628,56.6232
0,1,0.1,0.7,0.7316,56.4776
1,1,0.1,0.7,0.7148,58.4016
2,1,0.1,0.7,0.7004,59.0038
3,1,0.1,0.7,0.6732,58.6448
-3,2,0.1,0.7,0.9192,44.5102
-2,2,0.1,0.7,0.9106,46.228
-1,2,0.1,0.7,0.9038,46.3782
0,2,0.1,0.7,0.8846,47.3554
1,2,0.1,0.7,0.8764,48.0972
2,2,0.1,0.7,0.8598,49.3476
3,2,0.1,0.7,0.8564,51.1168
-3,3,0.1,0.7,0.9718,36.2476
-2,3,0.1,0.7,0.9702,36.9874
-1,3,0.1,0.7,0.9636,38.1636
0,3,0.1,0.7,0.965,38.4048
1,3,0.1,0.7,0.9498,39.1884
2,3,0.1,0.7,0.9486,39.4078
3,3,0.1,0.7,0.9378,40.9354
-3,-3,0.4,0.7,0.1316,63.6222
-2,-3,0.4,0.7,0.085,57.7528
-1,-3,0.4,0.7,0.0562,54.4128
0,-3,0.4,0.7,0.0378,49.5936
1,-3,0.4,0.7,0.0242,45.7822
2,-3,0.4,0.7,0.0184,41.5968
3,-3,0.4,0.7,0.0096,38.5606
-3,-2,0.4,0.7,0.2994,75.8124
-2,-2,0.4,0.7,0.2162,71.6466
-1,-2,0.4,0.7,0.15,68.5228
0,-2,0.4,0.7,0.1064,64.1744
1,-2,0.4,0.7,0.0732,57.2286
2,-2,0.4,0.7,0.054,52.6706
3,-2,0.4,0.7,0.0292,48.6764
-3,-1,0.4,0.7,0.5424,82.2748
-2,-1,0.4,0.7,0.4496,83.3268
-1,-1,0.4,0.7,0.3374,78.7412
0,-1,0.4,0.7,0.2636,78.6342
1,-1,0.4,0.7,0.1806,71.9846
2,-1,0.4,0.7,0.1322,66.3648
3,-1,0.4,0.7,0.0964,60.3646
-3,0,0.4,0.7,0.7754,73.7948
-2,0,0.4,0.7,0.6974,78.2172
-1,0,0.4,0.7,0.6072,83.0468
0,0,0.4,0.7,0.505,80.4362
1,0,0.4,0.7,0.3928,81.7534
2,0,0.4,0.7,0.3138,78.1304
3,0,0.4,0.7,0.2314,75.1344
-3,1,0.4,0.7,0.9048,60.7654
-2,1,0.4,0.7,0.8746,67.3558
-1,1,0.4,0.7,0.8184,71.605
0,1,0.4,0.7,0.7402,77.2954
1,1,0.4,0.7,0.66,80.4494
2,1,0.4,0.7,0.55,81.9536
3,1,0.4,0.7,0.4498,80.8132
-3,2,0.4,0.7,0.968,47.8316
-2,2,0.4,0.7,0.9522,52.4968
-1,2,0.4,0.7,0.9274,57.1996
0,2,0.4,0.7,0.8864,61.7816
1,2,0.4,0.7,0.8512,68.2274
2,2,0.4,0.7,0.7858,73.0676
3,2,0.4,0.7,0.6962,76.635
-3,3,0.4,0.7,0.9896,37.7908
-2,3,0.4,0.7,0.9842,42.029
-1,3,0.4,0.7,0.9778,45.2156
0,3,0.4,0.7,0.963,49.1654
1,3,0.4,0.7,0.9434,53.5844
2,3,0.4,0.7,0.9072,58.3872
3,3,0.4,0.7,0.8602,63.043
-3,-3,0.7,0.7,0.2358,77.2342
-2,-3,0.7,0.7,0.1418,70.7886
-1,-3,0.7,0.7,0.0888,64.3576
0,-3,0.7,0.7,0.041,55.2088
1,-3,0.7,0.7,0.025,47.8208
2,-3,0.7,0.7,0.0074,42.6442
3,-3,0.7,0.7,0.006,37.0106
-3,-2,0.7,0.7,0.457,87.819
-2,-2,0.7,0.7,0.322,86.1114
-1,-2,0.7,0.7,0.1934,78.0284
0,-2,0.7,0.7,0.1086,69.7288
1,-2,0.7,0.7,0.058,61.06
2,-2,0.7,0.7,0.0318,51.5904
3,-2,0.7,0.7,0.0176,45.1274
-3,-1,0.7,0.7,0.7022,83.2956
-2,-1,0.7,0.7,0.5514,88.8414
-1,-1,0.7,0.7,0.4036,89.5056
0,-1,0.7,0.7,0.2644,84.0532
1,-1,0.7,0.7,0.1466,75.9378
2,-1,0.7,0.7,0.0868,65.9362
3,-1,0.7,0.7,0.0528,56.776
-3,0,0.7,0.7,0.8692,71.9762
-2,0,0.7,0.7,0.78,80.976
-1,0,0.7,0.7,0.6462,87.906
0,0,0.7,0.7,0.5096,92.3572
1,0,0.7,0.7,0.3428,88.4902
2,0,0.7,0.7,0.2292,79.622
3,0,0.7,0.7,0.1334,71.0752
-3,1,0.7,0.7,0.9566,56.388
-2,1,0.7,0.7,0.9124,65.398
-1,1,0.7,0.7,0.8434,75.9252
0,1,0.7,0.7,0.7346,83.2902
1,1,0.7,0.7,0.5886,90.1038
2,1,0.7,0.7,0.437,90.1048
3,1,0.7,0.7,0.2884,86.7814
-3,2,0.7,0.7,0.9822,45.4274
-2,2,0.7,0.7,0.9634,51.637
-1,2,0.7,0.7,0.9376,60.0994
0,2,0.7,0.7,0.889,68.4464
1,2,0.7,0.7,0.8072,78.5098
2,2,0.7,0.7,0.6808,85.8892
3,2,0.7,0.7,0.5202,87.3584
-3,3,0.7,0.7,0.994,36.9492
-2,3,0.7,0.7,0.9908,42.2862
-1,3,0.7,0.7,0.9762,47.704
0,3,0.7,0.7,0.959,54.5314
1,3,0.7,0.7,0.9186,63.7348
2,3,0.7,0.7,0.8514,71.566
3,3,0.7,0.7,0.7558,77.967
-3,-3,1.0,0.7,0.3638,84.359
-2,-3,1.0,0.7,0.2112,78.6968
-1,-3,1.0,0.7,0.1074,67.5112
0,-3,1.0,0.7,0.0502,57.6486
1,-3,1.0,0.7,0.0172,48.6262
2,-3,1.0,0.7,0.0064,40.9202
3,-3,1.0,0.7,0.005,34.627
-3,-2,1.0,0.7,0.5982,88.5118
-2,-2,1.0,0.7,0.4082,90.5936
-1,-2,1.0,0.7,0.223,84.1088
0,-2,1.0,0.7,0.132,71.566
1,-2,1.0,0.7,0.051,59.899
2,-2,1.0,0.7,0.0222,51.223
3,-2,1.0,0.7,0.01,41.2702
-3,-1,1.0,0.7,0.7962,80.2368
-2,-1,1.0,0.7,0.6496,89.3116
-1,-1,1.0,0.7,0.4496,92.778
0,-1,1.0,0.7,0.2642,88.4642
1,-1,1.0,0.7,0.1424,76.3958
2,-1,1.0,0.7,0.0638,62.6666
3,-1,1.0,0.7,0.0316,51.4672
-3,0,1.0,0.7,0.9254,63.9922
-2,0,1.0,0.7,0.8346,77.3826
-1,0,1.0,0.7,0.6844,89.2984
0,0,1.0,0.7,0.5114,91.7768
1,0,1.0,0.7,0.3086,89.0442
2,0,1.0,0.7,0.1632,77.976
3,0,1.0,0.7,0.0784,65.5096
-3,1,1.0,0.7,0.9742,51.8228
-2,1,1.0,0.7,0.9362,63.1906
-1,1,1.0,0.7,0.8646,76.719
0,1,1.0,0.7,0.725,87.857
1,1,1.0,0.7,0.543,92.155
2,1,1.0,0.7,0.3446,89.0184
3,1,1.0,0.7,0.2034,80.0862
-3,2,1.0,0.7,0.9898,41.5446
-2,2,1.0,0.7,0.9754,51.6536
-1,2,1.0,0.7,0.9446,58.998
0,2,1.0,0.7,0.8768,72.9776
1,2,1.0,0.7,0.765,82.6588
2,2,1.0,0.7,0.597,90.274
3,2,1.0,0.7,0.3998,87.491
-3,3,1.0,0.7,0.9962,35.2294
-2,3,1.0,0.7,0.9934,40.7416
-1,3,1.0,0.7,0.9808,49.124
0,3,1.0,0.7,0.951,58.649
1,3,1.0,0.7,0.8968,67.103
2,3,1.0,0.7,0.7936,79.0904
3,3,1.0,0.7,0.6336,85.626
-3,-3,0.1,1.0,0.0256,36.0592
-2,-3,0.1,1.0,0.0264,34.5612
-1,-3,0.1,1.0,0.0176,34.7606
0,-3,0.1,1.0,0.0228,33.793
1,-3,0.1,1.0,0.0164,33.7106
2,-3,0.1,1.0,0.0184,33.1006
3,-3,0.1,1.0,0.0152,31.819
-3,-2,0.1,1.0,0.101,45.6996
-2,-2,0.1,1.0,0.0966,45.194
-1,-2,0.1,1.0,0.0816,43.7544
0,-2,0.1,1.0,0.0718,43.2266
1,-2,0.1,1.0,0.0644,43.1668
2,-2,0.1,1.0,0.0586,42.0694
3,-2,0.1,1.0,0.0562,41.1472
-3,-1,0.1,1.0,0.2824,57.1122
-2,-1,0.1,1.0,0.2622,56.1996
-1,-1,0.1,1.0,0.2454,55.8676
0,-1,0.1,1.0,0.2176,54.3604
1,-1,0.1,1.0,0.2124,54.9482
2,-1,0.1,1.0,0.1994,53.6522
3,-1,0.1,1.0,0.1856,51.6732
-3,0,0.1,1.0,0.5968,58.9822
-2,0,0.1,1.0,0.5532,60.4674
-1,0,0.1,1.0,0.5202,61.1098
0,0,0.1,1.0,0.5068,61.4536
1,0,0.1,1.0,0.4748,59.9308
2,0,0.1,1.0,0.4448,59.553
3,0,0.1,1.0,0.431,60.2654
-3,1,0.1,1.0,0.827,51.2806
-2,1,0.1,1.0,0.8166,53.7084
-1,1,0.1,1.0,0.7906,53.9232
0,1,0.1,1.0,0.7734,54.6052
1,1,0.1,1.0,0.7672,54.3468
