v1,v2,c1,c2,choice,rt
-2,-1,0.7,0.1,0.7948,82.0194
-1,-1,0.7,0.1,0.6216,93.3934
0,-1,0.7,0.1,0.4304,93.6902
1,-1,0.7,0.1,0.242,84.8086
2,-1,0.7,0.1,0.1258,72.9642
3,-1,0.7,0.1,0.0544,59.6812
-3,0,0.7,0.1,0.9254,63.412
-2,0,0.7,0.1,0.8426,78.2158
-1,0,0.7,0.1,0.7052,90.5698
0,0,0.7,0.1,0.4964,94.9248
1,0,0.7,0.1,0.3036,89.3606
2,0,0.7,0.1,0.159,77.7578
3,0,0.7,0.1,0.0752,62.6358
-3,1,0.7,0.1,0.9448,59.6432
-2,1,0.7,0.1,0.8714,72.3118
-1,1,0.7,0.1,0.743,86.6612
0,1,0.7,0.1,0.5804,94.5034
1,1,0.7,0.1,0.3724,93.3592
2,1,0.7,0.1,0.2132,82.732
3,1,0.7,0.1,0.096,67.659
-3,2,0.7,0.1,0.96,55.3644
-2,2,0.7,0.1,0.9006,68.8192
-1,2,0.7,0.1,0.804,81.6124
0,2,0.7,0.1,0.6574,93.1116
1,2,0.7,0.1,0.4418,94.2672
2,2,0.7,0.1,0.2658,85.1518
3,2,0.7,0.1,0.1254,70.43
-3,3,0.7,0.1,0.9722,51.7212
-2,3,0.7,0.1,0.9246,64.0556
-1,3,0.7,0.1,0.8454,78.3262
0,3,0.7,0.1,0.7092,89.812
1,3,0.7,0.1,0.52,94.0774
2,3,0.7,0.1,0.3204,88.9108
3,3,0.7,0.1,0.16,75.6142
-3,-3,1.0,0.1,0.9018,65.5332
-2,-3,1.0,0.1,0.7682,85.0506
-1,-3,1.0,0.1,0.5478,95.6098
0,-3,1.0,0.1,0.296,92.6086
1,-3,1.0,0.1,0.136,76.9834
2,-3,1.0,0.1,0.0518,61.269
3,-3,1.0,0.1,0.0184,46.8734
-3,-2,1.0,0.1,0.9282,62.9554
-2,-2,1.0,0.1,0.813,80.5378
-1,-2,1.0,0.1,0.6048,94.1392
0,-2,1.0,0.1,0.3652,95.6218
1,-2,1.0,0.1,0.1844,81.7994
2,-2,1.0,0.1,0.071,65.8488
3,-2,1.0,0.1,0.0214,49.0572
-3,-1,1.0,0.1,0.9448,56.782
-2,-1,1.0,0.1,0.8546,77.214
-1,-1,1.0,0.1,0.6722,92.4262
0,-1,1.0,0.1,0.4372,96.5996
1,-1,1.0,0.1,0.2216,84.6496
2,-1,1.0,0.1,0.0946,68.636
3,-1,1.0,0.1,0.0348,53.0184
-3,0,1.0,0.1,0.9598,54.2568
-2,0,1.0,0.1,0.8862,72.8876
-1,0,1.0,0.1,0.7362,89.6572
0,0,1.0,0.1,0.498,96.3374
1,0,1.0,0.1,0.2716,89.4912
2,0,1.0,0.1,0.108,72.385
3,0,1.0,0.1,0.0374,53.9238
-3,1,1.0,0.1,0.9694,51.5306
-2,1,1.0,0.1,0.9178,67.423
-1,1,1.0,0.1,0.7986,85.6396
0,1,1.0,0.1,0.5712,98.8112
1,1,1.0,0.1,0.333,93.9614
2,1,1.0,0.1,0.1432,76.9088
3,1,1.0,0.1,0.0552,59.3206
-3,2,1.0,0.1,0.9776,48.6228
-2,2,1.0,0.1,0.9354,63.353
-1,2,1.0,0.1,0.8312,81.6762
0,2,1.0,0.1,0.642,92.5564
1,2,1.0,0.1,0.3958,94.007
2,2,1.0,0.1,0.1974,80.213
3,2,1.0,0.1,0.0738,61.8526
-3,3,1.0,0.1,0.981,45.9092
-2,3,1.0,0.1,0.9494,61.3692
-1,3,1.0,0.1,0.867,76.7908
0,3,1.0,0.1,0.6964,91.1194
1,3,1.0,0.1,0.4636,94.1796
2,3,1.0,0.1,0.239,83.7598
3,3,1.0,0.1,0.0892,66.455
-3,-3,0.1,0.4,0.1174,48.786
-2,-3,0.1,0.4,0.1038,46.795
-1,-3,0.1,0.4,0.1052,46.6684
0,-3,0.1,0.4,0.0908,44.919
1,-3,0.1,0.4,0.0898,44.0004
2,-3,0.1,0.4,0.0706,43.006
3,-3,0.1,0.4,0.062,41.8902
-3,-2,0.1,0.4,0.242,55.2464
-2,-2,0.1,0.4,0.2156,54.1176
-1,-2,0.1,0.4,0.1962,53.7942
0,-2,0.1,0.4,0.1802,52.6892
1,-2,0.1,0.4,0.1624,51.1854
2,-2,0.1,0.4,0.1522,51.0438
3,-2,0.1,0.4,0.1286,49.4514
-3,-1,0.1,0.4,0.4056,60.8116
-2,-1,0.1,0.4,0.386,59.8984
-1,-1,0.1,0.4,0.3374,59.0136
0,-1,0.1,0.4,0.3228,58.836
1,-1,0.1,0.4,0.2756,57.6776
2,-1,0.1,0.4,0.27,57.0868
3,-1,0.1,0.4,0.2402,54.8592
-3,0,0.1,0.4,0.5848,60.291
-2,0,0.1,0.4,0.5646,61.4254
-1,0,0.1,0.4,0.53,61.276
0,0,0.1,0.4,0.4952,60.1348
1,0,0.1,0.4,0.4704,60.9384
2,0,0.1,0.4,0.447,60.7184
3,0,0.1,0.4,0.416,59.6972
-3,1,0.1,0.4,0.7598,55.8314
-2,1,0.1,0.4,0.7378,57.542
-1,1,0.1,0.4,0.7114,57.9004
0,1,0.1,0.4,0.675,58.5968
1,1,0.1,0.4,0.6452,59.063
2,1,0.1,0.4,0.6152,59.0804
3,1,0.1,0.4,0.5964,59.5022
-3,2,0.1,0.4,0.8688,49.05
-2,2,0.1,0.4,0.857,49.766
-1,2,0.1,0.4,0.8472,51.395
0,2,0.1,0.4,0.8194,52.0996
1,2,0.1,0.4,0.8082,53.7452
2,2,0.1,0.4,0.7786,55.0028
3,2,0.1,0.4,0.769,55.2496
-3,3,0.1,0.4,0.9324,42.2966
-2,3,0.1,0.4,0.9286,42.4662
-1,3,0.1,0.4,0.9234,44.0242
0,3,0.1,0.4,0.9074,44.7246
1,3,0.1,0.4,0.8992,46.6074
2,3,0.1,0.4,0.891,46.3542
3,3,0.1,0.4,0.871,48.3386
-3,-3,0.4,0.4,0.282,77.931
-2,-3,0.4,0.4,0.1994,73.398
-1,-3,0.4,0.4,0.1354,66.6578
0,-3,0.4,0.4,0.0864,60.9066
1,-3,0.4,0.4,0.053,56.3674
2,-3,0.4,0.4,0.0332,50.4998
3,-3,0.4,0.4,0.025,45.8906
-3,-2,0.4,0.4,0.4456,82.9924
-2,-2,0.4,0.4,0.3452,81.8912
-1,-2,0.4,0.4,0.2524,78.1018
0,-2,0.4,0.4,0.1692,71.958
1,-2,0.4,0.4,0.1106,65.5728
2,-2,0.4,0.4,0.0766,60.406
3,-2,0.4,0.4,0.0518,54.6252
-3,-1,0.4,0.4,0.6446,84.8476
-2,-1,0.4,0.4,0.5318,84.4094
-1,-1,0.4,0.4,0.4236,84.4524
0,-1,0.4,0.4,0.3186,82.7484
1,-1,0.4,0.4,0.2204,76.1236
2,-1,0.4,0.4,0.1494,71.635
3,-1,0.4,0.4,0.1032,64.764
-3,0,0.4,0.4,0.7904,74.8952
-2,0,0.4,0.4,0.7072,80.7014
-1,0,0.4,0.4,0.62,86.5922
0,0,0.4,0.4,0.5048,86.7254
1,0,0.4,0.4,0.381,86.3078
2,0,0.4,0.4,0.2908,79.415
3,0,0.4,0.4,0.2138,75.731
-3,1,0.4,0.4,0.9002,64.3234
-2,1,0.4,0.4,0.8516,71.4254
-1,1,0.4,0.4,0.7632,78.1488
0,1,0.4,0.4,0.6964,83.8644
1,1,0.4,0.4,0.573,85.4624
2,1,0.4,0.4,0.463,85.715
3,1,0.4,0.4,0.3692,83.0932
-3,2,0.4,0.4,0.9514,53.8534
-2,2,0.4,0.4,0.9234,60.3524
-1,2,0.4,0.4,0.889,67.2142
0,2,0.4,0.4,0.8274,72.4582
1,2,0.4,0.4,0.7558,77.9024
2,2,0.4,0.4,0.6762,81.6026
3,2,0.4,0.4,0.5448,83.151
-3,3,0.4,0.4,0.9764,45.8362
-2,3,0.4,0.4,0.9616,51.1036
-1,3,0.4,0.4,0.9424,56.629
0,3,0.4,0.4,0.9088,62.437
1,3,0.4,0.4,0.8656,68.1556
2,3,0.4,0.4,0.8088,73.1496
3,3,0.4,0.4,0.7104,78.2002
-3,-3,0.7,0.4,0.4306,90.0082
-2,-3,0.7,0.4,0.2882,86.3044
-1,-3,0.7,0.4,0.169,79.2008
0,-3,0.7,0.4,0.0962,70.5196
1,-3,0.7,0.4,0.0448,60.2502
2,-3,0.7,0.4,0.0238,50.8452
3,-3,0.7,0.4,0.0122,43.5554
-3,-2,0.7,0.4,0.6258,90.5796
-2,-2,0.7,0.4,0.4588,92.991
-1,-2,0.7,0.4,0.315,88.7726
0,-2,0.7,0.4,0.1848,81.2294
1,-2,0.7,0.4,0.096,69.0254
2,-2,0.7,0.4,0.0512,60.379
3,-2,0.7,0.4,0.0258,50.5918
-3,-1,0.7,0.4,0.7922,82.1656
-2,-1,0.7,0.4,0.639,91.852
-1,-1,0.7,0.4,0.4766,94.3392
0,-1,0.7,0.4,0.3268,89.9992
1,-1,0.7,0.4,0.1838,82.3556
2,-1,0.7,0.4,0.1034,70.7074
3,-1,0.7,0.4,0.0618,61.0492
-3,0,0.7,0.4,0.886,71.4842
-2,0,0.7,0.4,0.7912,83.4596
-1,0,0.7,0.4,0.6698,90.8438
0,0,0.7,0.4,0.4976,94.1328
1,0,0.7,0.4,0.3318,91.1622
2,0,0.7,0.4,0.2016,83.1428
3,0,0.7,0.4,0.111,71.8034
-3,1,0.7,0.4,0.9466,59.9376
-2,1,0.7,0.4,0.8954,71.8872
-1,1,0.7,0.4,0.8182,82.68
0,1,0.7,0.4,0.6748,90.8344
1,1,0.7,0.4,0.5288,95.1728
2,1,0.7,0.4,0.3674,92.1746
3,1,0.7,0.4,0.2176,83.7
-3,2,0.7,0.4,0.977,50.515
-2,2,0.7,0.4,0.9462,60.5016
-1,2,0.7,0.4,0.908,69.321
0,2,0.7,0.4,0.8198,80.327
1,2,0.7,0.4,0.6968,87.3616
2,2,0.7,0.4,0.5358,92.391
3,2,0.7,0.4,0.3766,88.4364
-3,3,0.7,0.4,0.9892,42.8962
-2,3,0.7,0.4,0.9766,50.3116
-1,3,0.7,0.4,0.9494,59.836
0,3,0.7,0.4,0.8994,69.507
1,3,0.7,0.4,0.8218,79.1914
2,3,0.7,0.4,0.7096,87.0024
3,3,0.7,0.4,0.5526,89.587
-3,-3,1.0,0.4,0.5952,90.485
-2,-3,1.0,0.4,0.395,91.2744
-1,-3,1.0,0.4,0.1992,85.2912
0,-3,1.0,0.4,0.1144,72.272
1,-3,1.0,0.4,0.0484,59.4432
2,-3,1.0,0.4,0.0148,49.8688
3,-3,1.0,0.4,0.0068,40.4188
-3,-2,1.0,0.4,0.7538,83.3604
-2,-2,1.0,0.4,0.5522,93.6224
-1,-2,1.0,0.4,0.3488,92.6098
0,-2,1.0,0.4,0.1828,82.2944
1,-2,1.0,0.4,0.0818,69.9016
2,-2,1.0,0.4,0.035,57.6208
3,-2,1.0,0.4,0.0138,45.2874
-3,-1,1.0,0.4,0.8598,75.3298
-2,-1,1.0,0.4,0.7204,89.3162
-1,-1,1.0,0.4,0.525,97.1802
0,-1,1.0,0.4,0.3364,94.0498
1,-1,1.0,0.4,0.1692,81.9764
2,-1,1.0,0.4,0.0808,67.0014
3,-1,1.0,0.4,0.03,53.9296
-3,0,1.0,0.4,0.9336,63.5362
-2,0,1.0,0.4,0.8486,79.007
-1,0,1.0,0.4,0.7024,92.8088
0,0,1.0,0.4,0.4982,95.8936
1,0,1.0,0.4,0.2932,92.7264
2,0,1.0,0.4,0.1532,78.8448
3,0,1.0,0.4,0.0606,64.794
-3,1,1.0,0.4,0.9674,53.3616
-2,1,1.0,0.4,0.9258,65.9486
-1,1,1.0,0.4,0.838,82.9652
0,1,1.0,0.4,0.668,93.0818
1,1,1.0,0.4,0.4758,95.1494
2,1,1.0,0.4,0.2736,88.4286
3,1,1.0,0.4,0.1334,74.2822
-3,2,1.0,0.4,0.9842,46.023
-2,2,1.0,0.4,0.9608,56.9754
-1,2,1.0,0.4,0.9172,69.9178
0,2,1.0,0.4,0.817,83.3022
1,2,1.0,0.4,0.6574,93.572
2,2,1.0,0.4,0.4416,93.5184
3,2,1.0,0.4,0.2618,83.6748
-3,3,1.0,0.4,0.9942,39.998
-2,3,1.0,0.4,0.9812,48.413
-1,3,1.0,0.4,0.959,60.1672
0,3,1.0,0.4,0.8986,71.6626
1,3,1.0,0.4,0.7846,85.6736
2,3,1.0,0.4,0.6122,92.4596
3,3,1.0,0.4,0.4224,90.7384
-3,-3,0.1,0.7,0.0526,42.0526
-2,-3,0.1,0.7,0.0458,40.8614
-1,-3,0.1,0.7,0.0448,39.8412
0,-3,0.1,0.7,0.0344,38.6676
1,-3,0.1,0.7,0.035,37.951
2,-3,0.1,0.7,0.032,37.5834
3,-3,0.1,0.7,0.028,36.2464
-3,-2,0.1,0.7,0.148,51.0596
-2,-2,0.1,0.7,0.1332,50.1082
-1,-2,0.1,0.7,0.1226,48.9796
0,-2,0.1,0.7,0.1008,48.0448
1,-2,0.1,0.7,0.0932,46.9258
2,-2,0.1,0.7,0.086,46.1698
3,-2,0.1,0.7,0.0788,45.0374
-3,-1,0.1,0.7,0.3414,60.8902
-2,-1,0.1,0.7,0.2982,60.3566
-1,-1,0.1,0.7,0.2788,58.9318
0,-1,0.1,0.7,0.261,58.0096
1,-1,0.1,0.7,0.243,58.8542
2,-1,0.1,0.7,0.2276,55.8952
3,-1,0.1,0.7,0.2078,55.1274
-3,0,0.1,0.7,0.5716,62.1728
-2,0,0.1,0.7,0.5532,62.8264
-1,0,0.1,0.7,0.5256,63.1376
0,0,0.1,0.7,0.489,62.0146
1,0,0.1,0.7,0.47,62.8362
2,0,0.1,0.7,0.4404,61.8394
3,0,0.1,0.7,0.4214,62.201
-3,1,0.1,0.7,0.8008,55.5046
-2,1,0.1,0.7,0.7778,56.9662
-1,1,0.1,0.7,0.7508,56.9864
0,1,0.1,0.7,0.7434,57.5354
1,1,0.1,0.7,0.7192,58.9464
2,1,0.1,0.7,0.692,59.0384
3,1,0.1,0.7,0.668,59.887
-3,2,0.1,0.7,0.9228,45.7126
-2,2,0.1,0.7,0.9094,46.3838
-1,2,0.1,0.7,0.9052,47.841
0,2,0.1,0.7,0.8916,48.9758
1,2,0.1,0.7,0.891,48.617
2,2,0.1,0.7,0.8684,49.7614
3,2,0.1,0.7,0.8608,51.0414
-3,3,0.1,0.7,0.9708,36.643
-2,3,0.1,0.7,0.9668,37.6404
-1,3,0.1,0.7,0.9652,38.2908
0,3,0.1,0.7,0.9618,38.8906
1,3,0.1,0.7,0.955,39.7734
2,3,0.1,0.7,0.9516,40.577
3,3,0.1,0.7,0.9454,41.2156
-3,-3,0.4,0.7,0.1274,64.8918
-2,-3,0.4,0.7,0.0886,58.669
-1,-3,0.4,0.7,0.0578,53.7722
0,-3,0.4,0.7,0.0366,50.103
1,-3,0.4,0.7,0.0244,45.9684
2,-3,0.4,0.7,0.0162,41.7594
3,-3,0.4,0.7,0.0088,38.9512
-3,-2,0.4,0.7,0.3048,77.3372
-2,-2,0.4,0.7,0.2134,73.0678
-1,-2,0.4,0.7,0.1502,69.9698
0,-2,0.4,0.7,0.1032,61.9988
1,-2,0.4,0.7,0.064,57.8716
2,-2,0.4,0.7,0.0438,53.1702
3,-2,0.4,0.7,0.0316,48.2886
-3,-1,0.4,0.7,0.5362,83.7724
-2,-1,0.4,0.7,0.441,84.7642
-1,-1,0.4,0.7,0.3668,81.243
0,-1,0.4,0.7,0.261,77.8394
1,-1,0.4,0.7,0.1756,73.32
2,-1,0.4,0.7,0.1354,66.1216
3,-1,0.4,0.7,0.094,61.3186
-3,0,0.4,0.7,0.7834,75.4906
-2,0,0.4,0.7,0.696,80.0302
-1,0,0.4,0.7,0.5952,83.6554
0,0,0.4,0.7,0.5112,86.7654
1,0,0.4,0.7,0.3962,84.4224
2,0,0.4,0.7,0.2996,81.6462
3,0,0.4,0.7,0.2202,75.6718
-3,1,0.4,0.7,0.9132,61.1212
-2,1,0.4,0.7,0.8698,67.8818
-1,1,0.4,0.7,0.8242,71.9766
0,1,0.4,0.7,0.7452,78.8408
1,1,0.4,0.7,0.6568,80.9336
2,1,0.4,0.7,0.5572,83.0094
3,1,0.4,0.7,0.4488,84.0212
-3,2,0.4,0.7,0.9698,48.3484
-2,2,0.4,0.7,0.9508,53.7698
-1,2,0.4,0.7,0.9226,57.3384
0,2,0.4,0.7,0.8928,63.8396
1,2,0.4,0.7,0.8484,68.6662
2,2,0.4,0.7,0.7882,74.2386
3,2,0.4,0.7,0.701,76.77
-3,3,0.4,0.7,0.9894,38.5442
-2,3,0.4,0.7,0.9878,41.8856
-1,3,0.4,0.7,0.9768,46.4248
0,3,0.4,0.7,0.9596,50.1068
1,3,0.4,0.7,0.942,53.9024
2,3,0.4,0.7,0.9148,59.2734
3,3,0.4,0.7,0.869,63.5382
-3,-3,0.7,0.7,0.255,78.2922
-2,-3,0.7,0.7,0.1456,72.7962
-1,-3,0.7,0.7,0.0768,63.6746
0,-3,0.7,0.7,0.043,55.79
1,-3,0.7,0.7,0.023,48.381
2,-3,0.7,0.7,0.0134,42.5424
3,-3,0.7,0.7,0.0034,37.5732
-3,-2,0.7,0.7,0.4592,89.6634
-2,-2,0.7,0.7,0.3184,86.8426
-1,-2,0.7,0.7,0.1918,79.712
0,-2,0.7,0.7,0.1102,71.4014
1,-2,0.7,0.7,0.0538,60.526
2,-2,0.7,0.7,0.0334,52.7822
3,-2,0.7,0.7,0.0188,45.9706
-3,-1,0.7,0.7,0.707,85.668
-2,-1,0.7,0.7,0.5632,89.417
-1,-1,0.7,0.7,0.3954,90.6404
0,-1,0.7,0.7,0.2582,86.0762
1,-1,0.7,0.7,0.1646,76.7214
2,-1,0.7,0.7,0.0916,66.8918
3,-1,0.7,0.7,0.0458,58.153
-3,0,0.7,0.7,0.8742,73.6654
-2,0,0.7,0.7,0.7974,83.8326
-1,0,0.7,0.7,0.655,90.035
0,0,0.7,0.7,0.51,92.8386
1,0,0.7,0.7,0.351,91.6746
2,0,0.7,0.7,0.2162,81.3496
3,0,0.7,0.7,0.1172,72.3198
-3,1,0.7,0.7,0.9484,57.805
-2,1,0.7,0.7,0.9078,67.071
-1,1,0.7,0.7,0.847,76.4532
0,1,0.7,0.7,0.7316,86.5054
1,1,0.7,0.7,0.597,91.5124
2,1,0.7,0.7,0.4458,90.5786
3,1,0.7,0.7,0.2986,86.3652
-3,2,0.7,0.7,0.9852,45.57
-2,2,0.7,0.7,0.971,53.634
-1,2,0.7,0.7,0.9346,61.3612
0,2,0.7,0.7,0.8964,70.4484
1,2,0.7,0.7,0.806,80.0584
2,2,0.7,0.7,0.6838,86.304
3,2,0.7,0.7,0.5248,90.9638
-3,3,0.7,0.7,0.9942,37.4464
-2,3,0.7,0.7,0.9898,42.5748
-1,3,0.7,0.7,0.983,48.4898
0,3,0.7,0.7,0.9612,56.1176
1,3,0.7,0.7,0.9158,62.804
2,3,0.7,0.7,0.8558,72.58
3,3,0.7,0.7,0.7554,80.8644
-3,-3,1.0,0.7,0.3614,87.0738
-2,-3,1.0,0.7,0.2104,79.2898
-1,-3,1.0,0.7,0.106,69.956
0,-3,1.0,0.7,0.0466,58.2628
1,-3,1.0,0.7,0.0208,49.4092
2,-3,1.0,0.7,0.0058,41.4308
3,-3,1.0,0.7,0.0028,35.6572
-3,-2,1.0,0.7,0.6076,89.1038
-2,-2,1.0,0.7,0.4014,90.7736
-1,-2,1.0,0.7,0.2432,86.35
0,-2,1.0,0.7,0.1158,73.3814
1,-2,1.0,0.7,0.0548,60.972
2,-2,1.0,0.7,0.026,51.2844
3,-2,1.0,0.7,0.0104,41.9422
-3,-1,1.0,0.7,0.8108,79.7478
-2,-1,1.0,0.7,0.6536,91.6302
-1,-1,1.0,0.7,0.4468,94.1728
0,-1,1.0,0.7,0.275,89.4906
1,-1,1.0,0.7,0.1366,76.753
2,-1,1.0,0.7,0.063,63.6712
3,-1,1.0,0.7,0.0276,53.32
-3,0,1.0,0.7,0.9232,65.6508
-2,0,1.0,0.7,0.8346,78.3592
-1,0,1.0,0.7,0.6882,89.3862
0,0,1.0,0.7,0.4872,95.532
1,0,1.0,0.7,0.303,90.428
2,0,1.0,0.7,0.1746,80.7916
3,0,1.0,0.7,0.0796,67.0222
-3,1,1.0,0.7,0.9712,52.594
-2,1,1.0,0.7,0.9412,62.501
-1,1,1.0,0.7,0.8658,77.1398
0,1,1.0,0.7,0.7402,87.4818
1,1,1.0,0.7,0.5538,92.6586
2,1,1.0,0.7,0.3556,91.4966
3,1,1.0,0.7,0.2024,80.3022
-3,2,1.0,0.7,0.9912,41.8548
-2,2,1.0,0.7,0.975,50.938
-1,2,1.0,0.7,0.9438,61.8456
0,2,1.0,0.7,0.8854,72.7324
1,2,1.0,0.7,0.7734,84.224
2,2,1.0,0.7,0.6066,92.7836
3,2,1.0,0.7,0.4074,90.847
-3,3,1.0,0.7,0.9974,35.0256
-2,3,1.0,0.7,0.9918,41.4924
-1,3,1.0,0.7,0.9804,48.652
0,3,1.0,0.7,0.9526,59.02
1,3,1.0,0.7,0.8976,69.61
2,3,1.0,0.7,0.7892,79.5828
3,3,1.0,0.7,0.6384,89.6412
-3,-3,0.1,1.0,0.0286,35.8548
-2,-3,0.1,1.0,0.0244,35.0656
-1,-3,0.1,1.0,0.0202,34.7018
0,-3,0.1,1.0,0.0178,34.1922
1,-3,0.1,1.0,0.0206,33.4694
2,-3,0.1,1.0,0.014,32.56
3,-3,0.1,1.0,0.0116,32.2358
-3,-2,0.1,1.0,0.0954,46.1238
-2,-2,0.1,1.0,0.0866,46.4868
-1,-2,0.1,1.0,0.083,45.3902
0,-2,0.1,1.0,0.0678,43.5086
1,-2,0.1,1.0,0.0586,42.8684
2,-2,0.1,1.0,0.0554,42.3476
3,-2,0.1,1.0,0.0558,41.2464
-3,-1,0.1,1.0,0.2826,58.4332
-2,-1,0.1,1.0,0.2578,56.621
-1,-1,0.1,1.0,0.2346,56.3552
0,-1,0.1,1.0,0.2124,54.8212
1,-1,0.1,1.0,0.1928,54.3142
2,-1,0.1,1.0,0.1914,53.4046
3,-1,0.1,1.0,0.1822,51.625
-3,0,0.1,1.0,0.5958,61.6898
-2,0,0.1,1.0,0.5408,61.0654
-1,0,0.1,1.0,0.5258,62.4902
0,0,0.1,1.0,0.5104,61.585
1,0,0.1,1.0,0.485,60.7986
2,0,0.1,1.0,0.449,62.2264
3,0,0.1,1.0,0.4248,61.6476
-3,1,0.1,1.0,0.8218,52.645
-2,1,0.1,1.0,0.8106,54.2476
-1,1,0.1,1.0,0.792,54.019
0,1,0.1,1.0,0.7856,55.7612
1,1,0.1,1.0,0.7662,56.156
