v1,v2,c1,c2,choice,rt
0,1,0.1,1.0,0.7878,62.4368
1,1,0.1,1.0,0.7728,64.1938
2,1,0.1,1.0,0.7572,63.8734
3,1,0.1,1.0,0.7142,65.2532
-3,2,0.1,1.0,0.9504,45.7978
-2,2,0.1,1.0,0.9462,47.1808
-1,2,0.1,1.0,0.9468,47.625
0,2,0.1,1.0,0.9434,48.2832
1,2,0.1,1.0,0.9302,49.6094
2,2,0.1,1.0,0.9104,50.9546
3,2,0.1,1.0,0.9152,52.1174
-3,3,0.1,1.0,0.9888,35.9918
-2,3,0.1,1.0,0.9886,36.4586
-1,3,0.1,1.0,0.9826,36.84
0,3,0.1,1.0,0.9816,37.827
1,3,0.1,1.0,0.977,38.391
2,3,0.1,1.0,0.9776,38.8042
3,3,0.1,1.0,0.9784,39.858
-3,-3,0.4,1.0,0.049,60.1402
-2,-3,0.4,1.0,0.033,55.6076
-1,-3,0.4,1.0,0.0228,50.8942
0,-3,0.4,1.0,0.0108,45.6678
1,-3,0.4,1.0,0.0074,42.6498
2,-3,0.4,1.0,0.0062,39.9714
3,-3,0.4,1.0,0.0034,37.9084
-3,-2,0.4,1.0,0.2036,84.2278
-2,-2,0.4,1.0,0.1366,75.9612
-1,-2,0.4,1.0,0.0982,70.6534
0,-2,0.4,1.0,0.0562,63.2568
1,-2,0.4,1.0,0.035,56.9548
2,-2,0.4,1.0,0.0244,53.6736
3,-2,0.4,1.0,0.0152,48.03
-3,-1,0.4,1.0,0.51,94.8782
-2,-1,0.4,1.0,0.403,93.3376
-1,-1,0.4,1.0,0.2872,91.2948
0,-1,0.4,1.0,0.2102,85.1912
1,-1,0.4,1.0,0.145,77.6414
2,-1,0.4,1.0,0.0978,70.7338
3,-1,0.4,1.0,0.06,65.445
-3,0,0.4,1.0,0.7992,87.1176
-2,0,0.4,1.0,0.7146,91.7906
-1,0,0.4,1.0,0.6112,94.6576
0,0,0.4,1.0,0.5044,96.9278
1,0,0.4,1.0,0.4004,95.1328
2,0,0.4,1.0,0.2948,93.357
3,0,0.4,1.0,0.2224,86.9774
-3,1,0.4,1.0,0.938,64.833
-2,1,0.4,1.0,0.9128,72.8944
-1,1,0.4,1.0,0.8588,78.832
0,1,0.4,1.0,0.8092,85.9818
1,1,0.4,1.0,0.7302,89.903
2,1,0.4,1.0,0.6142,94.5478
3,1,0.4,1.0,0.5106,95.5602
-3,2,0.4,1.0,0.9846,48.9998
-2,2,0.4,1.0,0.9808,53.1938
-1,2,0.4,1.0,0.968,58.8164
0,2,0.4,1.0,0.9464,64.089
1,2,0.4,1.0,0.9126,69.0634
2,2,0.4,1.0,0.8734,76.5368
3,2,0.4,1.0,0.8182,81.841
-3,3,0.4,1.0,0.9964,38.1792
-2,3,0.4,1.0,0.9954,40.4298
-1,3,0.4,1.0,0.9888,43.6382
0,3,0.4,1.0,0.9862,46.8786
1,3,0.4,1.0,0.9816,51.3272
2,3,0.4,1.0,0.9674,56.8026
3,3,0.4,1.0,0.9524,60.6936
-3,-3,0.7,1.0,0.117,82.2706
-2,-3,0.7,1.0,0.0626,70.441
-1,-3,0.7,1.0,0.031,62.4488
0,-3,0.7,1.0,0.0118,52.8924
1,-3,0.7,1.0,0.0062,46.602
2,-3,0.7,1.0,0.002,41.4812
3,-3,0.7,1.0,0.0012,37.6824
-3,-2,0.7,1.0,0.3644,104.701
-2,-2,0.7,1.0,0.226,95.2932
-1,-2,0.7,1.0,0.1222,83.6398
0,-2,0.7,1.0,0.0568,73.073
1,-2,0.7,1.0,0.033,61.6398
2,-2,0.7,1.0,0.0162,54.6488
3,-2,0.7,1.0,0.0078,47.7728
-3,-1,0.7,1.0,0.6786,103.9846
-2,-1,0.7,1.0,0.527,107.8096
-1,-1,0.7,1.0,0.3478,105.6688
0,-1,0.7,1.0,0.2116,95.4996
1,-1,0.7,1.0,0.12,86.7634
2,-1,0.7,1.0,0.056,73.3992
3,-1,0.7,1.0,0.0322,62.2778
-3,0,0.7,1.0,0.882,84.024
-2,0,0.7,1.0,0.8012,94.9164
-1,0,0.7,1.0,0.6738,105.0594
0,0,0.7,1.0,0.5058,108.7128
1,0,0.7,1.0,0.3552,106.4988
2,0,0.7,1.0,0.2154,97.3732
3,0,0.7,1.0,0.12,85.11
-3,1,0.7,1.0,0.9712,62.021
-2,1,0.7,1.0,0.9454,71.5194
-1,1,0.7,1.0,0.8942,82.5102
0,1,0.7,1.0,0.8022,95.0804
1,1,0.7,1.0,0.6658,104.3154
2,1,0.7,1.0,0.4916,107.8494
3,1,0.7,1.0,0.3458,102.1688
-3,2,0.7,1.0,0.9914,48.132
-2,2,0.7,1.0,0.9836,53.638
-1,2,0.7,1.0,0.9712,61.82
0,2,0.7,1.0,0.9552,70.9566
1,2,0.7,1.0,0.891,82.2786
2,2,0.7,1.0,0.7942,92.3822
3,2,0.7,1.0,0.655,101.7776
-3,3,0.7,1.0,0.9992,37.2814
-2,3,0.7,1.0,0.9964,41.848
-1,3,0.7,1.0,0.9908,46.725
0,3,0.7,1.0,0.986,52.2064
1,3,0.7,1.0,0.9752,61.1454
2,3,0.7,1.0,0.94,70.7144
3,3,0.7,1.0,0.884,80.5556
-3,-3,1.0,1.0,0.2208,96.4442
-2,-3,1.0,1.0,0.0948,83.8278
-1,-3,1.0,1.0,0.0398,67.922
0,-3,1.0,1.0,0.0152,57.8046
1,-3,1.0,1.0,0.0058,48.7522
2,-3,1.0,1.0,0.003,42.3918
3,-3,1.0,1.0,0.0002,36.835
-3,-2,1.0,1.0,0.506,110.6988
-2,-2,1.0,1.0,0.305,107.5998
-1,-2,1.0,1.0,0.159,91.3538
0,-2,1.0,1.0,0.0634,78.4096
1,-2,1.0,1.0,0.0274,63.0148
2,-2,1.0,1.0,0.0094,53.4952
3,-2,1.0,1.0,0.0038,45.4252
-3,-1,1.0,1.0,0.793,99.8566
-2,-1,1.0,1.0,0.615,109.061
-1,-1,1.0,1.0,0.4008,109.445
0,-1,1.0,1.0,0.2188,99.3684
1,-1,1.0,1.0,0.1056,86.118
2,-1,1.0,1.0,0.0412,71.7854
3,-1,1.0,1.0,0.0142,59.196
-3,0,1.0,1.0,0.936,75.0892
-2,0,1.0,1.0,0.8638,92.3978
-1,0,1.0,1.0,0.7142,107.194
0,0,1.0,1.0,0.5232,113.9158
1,0,1.0,1.0,0.3072,110.3626
2,0,1.0,1.0,0.1534,95.1552
3,0,1.0,1.0,0.0782,79.0618
-3,1,1.0,1.0,0.9862,57.7854
-2,1,1.0,1.0,0.9642,70.0176
-1,1,1.0,1.0,0.9076,83.8806
0,1,1.0,1.0,0.8,98.427
1,1,1.0,1.0,0.6232,109.6776
2,1,1.0,1.0,0.4084,112.0488
3,1,1.0,1.0,0.2352,99.8928
-3,2,1.0,1.0,0.9966,44.0864
-2,2,1.0,1.0,0.9922,52.7268
-1,2,1.0,1.0,0.9754,62.705
0,2,1.0,1.0,0.941,74.6646
1,2,1.0,1.0,0.8632,92.6526
2,2,1.0,1.0,0.733,104.5942
3,2,1.0,1.0,0.5356,108.3572
-3,3,1.0,1.0,0.9996,35.8336
-2,3,1.0,1.0,0.9988,40.8084
-1,3,1.0,1.0,0.9942,47.2262
0,3,1.0,1.0,0.989,56.4086
1,3,1.0,1.0,0.9606,67.6636
2,3,1.0,1.0,0.909,81.9722
3,3,1.0,1.0,0.799,93.3706
